#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A962CC
#Date Time: 2020-01-30 19:07:46.865

Time (s),Current (A)
-0.0511875,-0.1841820244674068
-0.051175,-0.1841820244674068
-0.0511625,-0.1841820244674068
-0.05115,-0.1841820244674068
-0.0511375,-0.1808106733156867
-0.051125,-0.1841820244674068
-0.0511125,-0.1808106733156867
-0.0511,-0.1808106733156867
-0.0510875,-0.1774393221639666
-0.051075,-0.1774393221639666
-0.0510625,-0.1774393221639666
-0.05105,-0.1740679710122465
-0.0510375,-0.1740679710122465
-0.051025,-0.1740679710122465
-0.0510125,-0.1740679710122465
-0.051,-0.1740679710122465
-0.0509875,-0.1740679710122465
-0.050975,-0.1740679710122465
-0.0509625,-0.1706966198605264
-0.05095,-0.1706966198605264
-0.0509375,-0.1706966198605264
-0.050925,-0.1706966198605264
-0.0509125,-0.1673252687088063
-0.0509,-0.1673252687088063
-0.0508875,-0.1673252687088063
-0.050875,-0.1639539175570862
-0.0508625,-0.1639539175570862
-0.05085,-0.1605825664053661
-0.0508375,-0.157211215253646
-0.050825,-0.157211215253646
-0.0508125,-0.1538398641019259
-0.0508,-0.1504685129502058
-0.0507875,-0.1437258106467656
-0.050775,-0.1403544594950455
-0.0507625,-0.1403544594950455
-0.05075,-0.1403544594950455
-0.0507375,-0.1403544594950455
-0.050725,-0.1369831083433254
-0.0507125,-0.1336117571916053
-0.0507,-0.1336117571916053
-0.0506875,-0.1302404060398852
-0.050675,-0.1268690548881651
-0.0506625,-0.123497703736445
-0.05065,-0.1201263525847249
-0.0506375,-0.1167550014330049
-0.050625,-0.1167550014330049
-0.0506125,-0.1133836502812847
-0.0506,-0.1133836502812847
-0.0505875,-0.1100122991295647
-0.050575,-0.1066409479778446
-0.0505625,-0.1032695968261245
-0.05055,-0.09989824567440438
-0.0505375,-0.1032695968261245
-0.050525,-0.09989824567440438
-0.0505125,-0.09989824567440438
-0.0505,-0.09989824567440438
-0.0504875,-0.09652689452268427
-0.050475,-0.09652689452268427
-0.0504625,-0.09315554337096418
-0.05045,-0.08978419221924408
-0.0504375,-0.08978419221924408
-0.050425,-0.08641284106752399
-0.0504125,-0.08641284106752399
-0.0504,-0.08641284106752399
-0.0503875,-0.08641284106752399
-0.050375,-0.08641284106752399
-0.0503625,-0.08304148991580389
-0.05035,-0.08304148991580389
-0.0503375,-0.0796701387640838
-0.050325,-0.0796701387640838
-0.0503125,-0.0796701387640838
-0.0503,-0.0796701387640838
-0.0502875,-0.0796701387640838
-0.050275,-0.0796701387640838
-0.0502625,-0.07629878761236371
-0.05025,-0.0729274364606436
-0.0502375,-0.06955608530892352
-0.050225,-0.06955608530892352
-0.0502125,-0.06955608530892352
-0.0502,-0.06618473415720341
-0.0501875,-0.06281338300548332
-0.050175,-0.06618473415720341
-0.0501625,-0.05944203185376323
-0.05015,-0.05944203185376323
-0.0501375,-0.05944203185376323
-0.050125,-0.05269932955032303
-0.0501125,-0.04932797839860294
-0.0501,-0.04595662724688284
-0.0500875,-0.03921392494344265
-0.050075,-0.03584257379172256
-0.0500625,-0.03247122264000246
-0.05005,-0.02909987148828237
-0.0500375,-0.02235716918484217
-0.050025,-0.01224311572968189
-0.0500125,-0.008871764577961792
-0.05,-0.002129062274521601
-0.0499875,0.001242288877198495
-0.049975,0.007984991180638685
-0.0499625,0.01135634233235878
-0.04995,0.01472769348407888
-0.0499375,0.01472769348407888
-0.049925,0.01135634233235878
-0.0499125,0.01472769348407888
-0.0499,0.01472769348407888
-0.0498875,0.01472769348407888
-0.049875,0.01472769348407888
-0.0498625,0.01135634233235878
-0.04985,0.01472769348407888
-0.0498375,0.01472769348407888
-0.049825,0.01472769348407888
-0.0498125,0.01135634233235878
-0.0498,0.01809904463579897
-0.0497875,0.01472769348407888
-0.049775,0.01809904463579897
-0.0497625,0.01809904463579897
-0.04975,0.01472769348407888
-0.0497375,0.01472769348407888
-0.049725,0.01809904463579897
-0.0497125,0.01472769348407888
-0.0497,0.01472769348407888
-0.0496875,0.01472769348407888
-0.049675,0.01472769348407888
-0.0496625,0.01472769348407888
-0.04965,0.01472769348407888
-0.0496375,0.01472769348407888
-0.049625,0.01472769348407888
-0.0496125,0.01472769348407888
-0.0496,0.01472769348407888
-0.0495875,0.01472769348407888
-0.049575,0.01135634233235878
-0.0495625,0.01135634233235878
-0.04955,0.01135634233235878
-0.0495375,0.01135634233235878
-0.049525,0.01472769348407888
-0.0495125,0.01135634233235878
-0.0495,0.007984991180638685
-0.0494875,0.01135634233235878
-0.049475,0.01135634233235878
-0.0494625,0.01135634233235878
-0.04945,0.01135634233235878
-0.0494375,0.01135634233235878
-0.049425,0.01135634233235878
-0.0494125,0.007984991180638685
-0.0494,0.01135634233235878
-0.0493875,0.007984991180638685
-0.049375,0.007984991180638685
-0.0493625,0.007984991180638685
-0.04935,0.007984991180638685
-0.0493375,0.007984991180638685
-0.049325,0.007984991180638685
-0.0493125,0.007984991180638685
-0.0493,0.007984991180638685
-0.0492875,0.007984991180638685
-0.049275,0.007984991180638685
-0.0492625,0.007984991180638685
-0.04925,0.007984991180638685
-0.0492375,0.007984991180638685
-0.049225,0.007984991180638685
-0.0492125,0.00461364002891859
-0.0492,0.007984991180638685
-0.0491875,0.007984991180638685
-0.049175,0.007984991180638685
-0.0491625,0.007984991180638685
-0.04915,0.007984991180638685
-0.0491375,0.007984991180638685
-0.049125,0.007984991180638685
-0.0491125,0.00461364002891859
-0.0491,0.007984991180638685
-0.0490875,0.00461364002891859
-0.049075,0.00461364002891859
-0.0490625,0.00461364002891859
-0.04905,0.00461364002891859
-0.0490375,0.00461364002891859
-0.049025,0.00461364002891859
-0.0490125,0.00461364002891859
-0.049,0.00461364002891859
-0.0489875,0.00461364002891859
-0.048975,0.00461364002891859
-0.0489625,0.00461364002891859
-0.04895,0.00461364002891859
-0.0489375,0.00461364002891859
-0.048925,0.00461364002891859
-0.0489125,0.00461364002891859
-0.0489,0.00461364002891859
-0.0488875,0.00461364002891859
-0.048875,0.00461364002891859
-0.0488625,0.00461364002891859
-0.04885,0.00461364002891859
-0.0488375,0.00461364002891859
-0.048825,0.00461364002891859
-0.0488125,0.00461364002891859
-0.0488,0.001242288877198495
-0.0487875,0.00461364002891859
-0.048775,0.001242288877198495
-0.0487625,0.00461364002891859
-0.04875,0.00461364002891859
-0.0487375,0.001242288877198495
-0.048725,0.00461364002891859
-0.0487125,0.001242288877198495
-0.0487,0.001242288877198495
-0.0486875,0.001242288877198495
-0.048675,0.00461364002891859
-0.0486625,0.001242288877198495
-0.04865,0.001242288877198495
-0.0486375,0.001242288877198495
-0.048625,0.001242288877198495
-0.0486125,0.001242288877198495
-0.0486,0.001242288877198495
-0.0485875,0.001242288877198495
-0.048575,0.00461364002891859
-0.0485625,0.001242288877198495
-0.04855,0.001242288877198495
-0.0485375,0.001242288877198495
-0.048525,0.001242288877198495
-0.0485125,0.00461364002891859
-0.0485,0.001242288877198495
-0.0484875,0.001242288877198495
-0.048475,0.001242288877198495
-0.0484625,0.001242288877198495
-0.04845,-0.002129062274521601
-0.0484375,-0.002129062274521601
-0.048425,0.001242288877198495
-0.0484125,-0.002129062274521601
-0.0484,-0.002129062274521601
-0.0483875,-0.002129062274521601
-0.048375,-0.002129062274521601
-0.0483625,0.001242288877198495
-0.04835,0.001242288877198495
-0.0483375,-0.002129062274521601
-0.048325,0.001242288877198495
-0.0483125,-0.002129062274521601
-0.0483,-0.002129062274521601
-0.0482875,-0.002129062274521601
-0.048275,-0.002129062274521601
-0.0482625,-0.002129062274521601
-0.04825,-0.002129062274521601
-0.0482375,-0.002129062274521601
-0.048225,-0.002129062274521601
-0.0482125,-0.002129062274521601
-0.0482,-0.002129062274521601
-0.0481875,-0.002129062274521601
-0.048175,-0.002129062274521601
-0.0481625,-0.002129062274521601
-0.04815,-0.002129062274521601
-0.0481375,-0.002129062274521601
-0.048125,-0.002129062274521601
-0.0481125,-0.002129062274521601
-0.0481,-0.005500413426241696
-0.0480875,-0.005500413426241696
-0.048075,-0.005500413426241696
-0.0480625,-0.005500413426241696
-0.04805,-0.002129062274521601
-0.0480375,-0.005500413426241696
-0.048025,-0.002129062274521601
-0.0480125,-0.005500413426241696
-0.048,-0.005500413426241696
-0.0479875,-0.005500413426241696
-0.047975,-0.005500413426241696
-0.0479625,-0.005500413426241696
-0.04795,-0.005500413426241696
-0.0479375,-0.008871764577961792
-0.047925,-0.008871764577961792
-0.0479125,-0.005500413426241696
-0.0479,-0.005500413426241696
-0.0478875,-0.008871764577961792
-0.047875,-0.005500413426241696
-0.0478625,-0.005500413426241696
-0.04785,-0.005500413426241696
-0.0478375,-0.005500413426241696
-0.047825,-0.005500413426241696
-0.0478125,-0.008871764577961792
-0.0478,-0.008871764577961792
-0.0477875,-0.005500413426241696
-0.047775,-0.008871764577961792
-0.0477625,-0.008871764577961792
-0.04775,-0.008871764577961792
