0.000000000000000000e+00,1.623027711610146540e+01,4.376217692693918360e-01,-2.566197553918092567e+00,2.170626274467604006e-02
6.510416666666666576e-05,1.133059554687489339e+02,1.164081961816436084e-01,1.489530520448157702e+01,1.457017736187073143e-02
1.302083333333333315e-04,1.657070305037741207e+02,2.538503218933006456e-01,1.452220811120182020e+01,1.606024385185159109e-01
1.953125000000000108e-04,2.134042628754102395e+02,6.737534216682208310e-01,2.470848207461854429e+01,2.433738830463639535e-01
2.604166666666666631e-04,3.060819575885030304e+02,4.799587104923202507e-01,3.320333422277165880e+01,3.670449415491790490e-01
3.255208333333333153e-04,4.551817869494951196e+02,6.390674654976772340e-01,3.609195025859403927e+01,4.582510610128495698e-01
3.906250000000000217e-04,4.891223461952859566e+02,8.207985681548639612e-01,4.115188366595955927e+01,4.295842331707588890e-01
4.557291666666666739e-04,5.743457824716651885e+02,5.975034066539446354e-01,5.627715639310726914e+01,5.988043301538706897e-01
5.208333333333333261e-04,6.239134830465022787e+02,8.236763175706315332e-01,5.872065351445662884e+01,6.700928304166261507e-01
5.859374999999999783e-04,7.067801967741962699e+02,9.147593714164578005e-01,7.279632782932877433e+01,7.915581281518804246e-01
6.510416666666666305e-04,7.229754540167863297e+02,1.315123421320945507e+00,7.338729549413102404e+01,8.307824554857736743e-01
7.161458333333332827e-04,8.525522616936199256e+02,9.978858131285699429e-01,9.373892332247046966e+01,8.354390083275010648e-01
7.812500000000000434e-04,9.126099483390335081e+02,1.575598452286262940e+00,1.014293346720143347e+02,9.878832826114891663e-01
8.463541666666666956e-04,1.027302050749125783e+03,1.695117467821741775e+00,1.055678143850041408e+02,1.017582396351575102e+00
9.114583333333333478e-04,1.165158743478574252e+03,1.620414356519936705e+00,1.150288167903502341e+02,1.070840039544899591e+00
9.765625000000000000e-04,1.149798867356078290e+03,1.406186686822652687e+00,1.173434577031019614e+02,1.166143849843374047e+00
1.041666666666666652e-03,1.294214190018521322e+03,1.993972547415767238e+00,1.254069339687461877e+02,1.309998718668274220e+00
1.106770833333333304e-03,1.419057742220950786e+03,1.993693133276992269e+00,1.414486999362244433e+02,1.371214270139630820e+00
1.171874999999999957e-03,1.496220793298768740e+03,2.629424237504721873e+00,1.431621710036020261e+02,1.399459170910508199e+00
1.236979166666666609e-03,1.554130156410546761e+03,2.577664123145131825e+00,1.531135777248246370e+02,1.461584895391852212e+00
1.302083333333333261e-03,1.637359170108915805e+03,2.594822185413588667e+00,1.602257520047440664e+02,1.545643655116125448e+00
1.367187499999999913e-03,1.664186047245060990e+03,2.779522527878540483e+00,1.696072610111694985e+02,1.629078504787984105e+00
1.432291666666666565e-03,1.593464286298300749e+03,3.065175892512725042e+00,1.688613887076045614e+02,1.719572300190525649e+00
1.497395833333333218e-03,1.774866721826504090e+03,3.629587596208607270e+00,1.845499578991771727e+02,1.786176062764388339e+00
1.562500000000000087e-03,1.821569692757314897e+03,3.380686508897740694e+00,1.825090213208810042e+02,1.809873181414159538e+00
1.627604166666666739e-03,2.067523785489478541e+03,3.288688479847000856e+00,1.905781665823683682e+02,1.883835692948828244e+00
1.692708333333333391e-03,1.939278225097420545e+03,4.245292690616367715e+00,2.030843713870077920e+02,1.963499401184149118e+00
1.757812500000000043e-03,2.118701322377595261e+03,3.922415496325619255e+00,2.059645532484823320e+02,2.160976764372245285e+00
1.822916666666666696e-03,2.196507340544315412e+03,4.595355739815000895e+00,2.123652755709102280e+02,2.153906764844061961e+00
1.888020833333333348e-03,2.216935671198591535e+03,4.525002780912708467e+00,2.166397746641816013e+02,2.199209499862100348e+00
1.953125000000000000e-03,2.342742248270691107e+03,4.789056708462347878e+00,2.318247793969907775e+02,2.180652005563066709e+00
2.018229166666666435e-03,2.402944159586993464e+03,5.280913951854806498e+00,2.285435808321195452e+02,2.301954630538188606e+00
2.083333333333333304e-03,2.423149237052361968e+03,5.171860634292915648e+00,2.338244892744861545e+02,2.379829560524005405e+00
2.148437500000000173e-03,2.479278273365790028e+03,5.621893690205889804e+00,2.390580463800795030e+02,2.365745664938903925e+00
2.213541666666666609e-03,2.503764927479314792e+03,5.702438090932785641e+00,2.460551535226103397e+02,2.451842025036611972e+00
2.278645833333333478e-03,2.540608873769925594e+03,6.080448745457893267e+00,2.526308767823975927e+02,2.490971048167736956e+00
2.343749999999999913e-03,2.665543360778484384e+03,6.028059823321180843e+00,2.547776825605773467e+02,2.545067356576535378e+00
2.408854166666666782e-03,2.744987548062493261e+03,6.046505002881013446e+00,2.646082091285803699e+02,2.613540309922620875e+00
2.473958333333333218e-03,2.710882180243941548e+03,6.587962749988584221e+00,2.610224550999095072e+02,2.672452106050021481e+00
2.539062500000000087e-03,2.727668665448954016e+03,6.778481623419691182e+00,2.762134457524127811e+02,2.733055086234491338e+00
2.604166666666666522e-03,2.927003478105189970e+03,7.017960396661238498e+00,2.777278767977552434e+02,2.687136640510220165e+00
2.669270833333333391e-03,2.918956281460182709e+03,7.415922724365752394e+00,2.836178901245218071e+02,2.815245918511286582e+00
2.734374999999999827e-03,2.917542112466601793e+03,7.134689151013421160e+00,2.850131134181364132e+02,2.856096152353149176e+00
2.799479166666666696e-03,2.998535598256739831e+03,7.579687052253758495e+00,2.946585180562610162e+02,2.857063575580515824e+00
2.864583333333333131e-03,3.016603213407090152e+03,8.187292492978603065e+00,2.914011346080459361e+02,2.910430458288345346e+00
2.929687500000000000e-03,3.048700142889023937e+03,8.529298864717230089e+00,2.937078149916724783e+02,2.921287900035159701e+00
2.994791666666666435e-03,3.041625884886111180e+03,8.239538515619843295e+00,2.923176566277762731e+02,3.066136634806714500e+00
3.059895833333333304e-03,3.039673577954923530e+03,8.205250481079799485e+00,3.036680049468190532e+02,3.080459025036610843e+00
3.125000000000000173e-03,3.126196704100862007e+03,8.491153646086951667e+00,3.061548233541676609e+02,3.094523227914793395e+00
3.190104166666666609e-03,3.157423977885752720e+03,8.759475044807807365e+00,3.137897901679637016e+02,3.112515895664598187e+00
3.255208333333333478e-03,3.284828667067826245e+03,9.736219098582241216e+00,3.126411340845768905e+02,3.067420054812119101e+00
3.320312499999999913e-03,3.199363423344198964e+03,9.399064448895918744e+00,3.090771596008808046e+02,3.197029654132291121e+00
3.385416666666666782e-03,3.196837494027313824e+03,9.550492484923466918e+00,3.259074215721372525e+02,3.241727203725124795e+00
3.450520833333333218e-03,3.302121878285742241e+03,9.802569326606109357e+00,3.198169450332510451e+02,3.281181808147033419e+00
3.515625000000000087e-03,3.280661885888419874e+03,1.022284419945615142e+01,3.235963735264281809e+02,3.285211147252528718e+00
3.580729166666666522e-03,3.415092564350397879e+03,1.066503401218058933e+01,3.216126908478335622e+02,3.287255530128589065e+00
3.645833333333333391e-03,3.329040730508102115e+03,1.101916385780436336e+01,3.309370678193167805e+02,3.260541219442727900e+00
3.710937499999999827e-03,3.427271167227428577e+03,1.096871992853266242e+01,3.355515188369682846e+02,3.304991697784243954e+00
3.776041666666666696e-03,3.380388765461492767e+03,1.072101983896713229e+01,3.292732243100545020e+02,3.337171784005760866e+00
3.841145833333333131e-03,3.363741122830877885e+03,1.116374229377166039e+01,3.336833825933910589e+02,3.289797499850251050e+00
3.906250000000000000e-03,3.358010820677618540e+03,1.153060803771895593e+01,3.337524934999266861e+02,3.317993106931953928e+00
3.971354166666666435e-03,3.425686166873379079e+03,1.197205062307743617e+01,3.391501390008812677e+02,3.337233810331125650e+00
4.036458333333332871e-03,3.361919619848165894e+03,1.191055041356294986e+01,3.397566071126735778e+02,3.356603074047341373e+00
4.101562500000000173e-03,3.450773697351098690e+03,1.244590585140089622e+01,3.287376597567980525e+02,3.361663274145869185e+00
4.166666666666666609e-03,3.386776149677965350e+03,1.274329455161502445e+01,3.299448751861859250e+02,3.434839729555176913e+00
