time	V(n001)	V(n004)	I(L4)	I(R1)
1.614322662429059e-002	-6.654289e+002	-6.716532e+001	-6.741271e-001	-7.047143e-001
1.615144091000483e-002	-6.551193e+002	-6.614597e+001	-6.639353e-001	-6.989769e-001
1.615965519571906e-002	-6.448034e+002	-6.512600e+001	-6.537372e-001	-6.931487e-001
1.616786948143330e-002	-6.344812e+002	-6.410539e+001	-6.435327e-001	-6.872299e-001
1.617608376714754e-002	-6.241526e+002	-6.308415e+001	-6.333219e-001	-6.812205e-001
1.617618376714754e-002	-6.240269e+002	-6.307171e+001	-6.331976e-001	-6.811467e-001
1.619079805286174e-002	-6.056351e+002	-6.125322e+001	-6.150154e-001	-6.702289e-001
1.620541233857593e-002	-5.872264e+002	-5.943303e+001	-5.968162e-001	-6.590258e-001
1.622002662429013e-002	-5.688008e+002	-5.761115e+001	-5.786000e-001	-6.475376e-001
1.623464091000433e-002	-5.503581e+002	-5.578758e+001	-5.603667e-001	-6.357643e-001
1.624925519571853e-002	-5.318984e+002	-5.396231e+001	-5.421165e-001	-6.237058e-001
1.626386948143273e-002	-5.134218e+002	-5.213534e+001	-5.238492e-001	-6.113621e-001
1.627848376714693e-002	-4.949282e+002	-5.030668e+001	-5.055649e-001	-5.987333e-001
1.627858376714693e-002	-4.948016e+002	-5.029416e+001	-5.054397e-001	-5.986459e-001
1.629319805286113e-002	-4.762929e+002	-4.846399e+001	-4.871402e-001	-5.857312e-001
1.630781233857533e-002	-4.577711e+002	-4.663252e+001	-4.688276e-001	-5.725340e-001
1.632242662428952e-002	-4.392362e+002	-4.479974e+001	-4.505018e-001	-5.590544e-001
1.633704091000373e-002	-4.206883e+002	-4.296565e+001	-4.321629e-001	-5.452924e-001
1.635165519571792e-002	-4.021274e+002	-4.113025e+001	-4.138109e-001	-5.312480e-001
1.636626948143212e-002	-3.835534e+002	-3.929355e+001	-3.954457e-001	-5.169212e-001
1.638088376714632e-002	-3.649663e+002	-3.745555e+001	-3.770674e-001	-5.023119e-001
1.638098376714632e-002	-3.648391e+002	-3.744297e+001	-3.769416e-001	-5.022110e-001
1.639559805286052e-002	-3.462409e+002	-3.560384e+001	-3.585521e-001	-4.873188e-001
1.641021233857472e-002	-3.276336e+002	-3.376381e+001	-3.401533e-001	-4.721474e-001
1.642482662428892e-002	-3.090172e+002	-3.192285e+001	-3.217453e-001	-4.566967e-001
1.643944091000312e-002	-2.903917e+002	-3.008099e+001	-3.033280e-001	-4.409667e-001
1.645405519571732e-002	-2.717571e+002	-2.823820e+001	-2.849016e-001	-4.249575e-001
1.646866948143151e-002	-2.531134e+002	-2.639450e+001	-2.664659e-001	-4.086691e-001
1.648328376714571e-002	-2.344606e+002	-2.454989e+001	-2.480210e-001	-3.921014e-001
1.648338376714571e-002	-2.343329e+002	-2.453727e+001	-2.478948e-001	-3.919871e-001
1.649799805285991e-002	-2.156730e+002	-2.269193e+001	-2.294426e-001	-3.751398e-001
1.651261233857411e-002	-1.970079e+002	-2.084608e+001	-2.109850e-001	-3.580169e-001
1.652722662428831e-002	-1.783377e+002	-1.899970e+001	-1.925222e-001	-3.406183e-001
1.654184091000251e-002	-1.596623e+002	-1.715279e+001	-1.740541e-001	-3.229440e-001
1.655645519571671e-002	-1.409819e+002	-1.530537e+001	-1.555807e-001	-3.049941e-001
1.657106948143091e-002	-1.222963e+002	-1.345742e+001	-1.371020e-001	-2.867684e-001
1.658568376714511e-002	-1.036055e+002	-1.160895e+001	-1.186179e-001	-2.682672e-001
1.658578376714510e-002	-1.034776e+002	-1.159630e+001	-1.184915e-001	-2.681396e-001
1.659742662428789e-002	-8.858527e+001	-1.012347e+001	-1.037637e-001	-2.532030e-001
1.660906948143068e-002	-7.369193e+001	-8.650536e+000	-8.903473e-002	-2.380937e-001
1.662071233857347e-002	-5.879760e+001	-7.177491e+000	-7.430467e-002	-2.228116e-001
1.663235519571626e-002	-4.390228e+001	-5.704340e+000	-5.957350e-002	-2.073569e-001
1.664399805285904e-002	-2.900598e+001	-4.231081e+000	-4.484120e-002	-1.917294e-001
1.665564091000183e-002	-1.410868e+001	-2.757715e+000	-3.010778e-002	-1.759292e-001
1.666728376714462e-002	7.896105e-001	-1.284241e+000	-1.537324e-002	-1.599564e-001
1.668818376714450e-002	2.753189e+001	1.360654e+000	1.107548e-002	-1.308546e-001
1.670101233857299e-002	4.394671e+001	2.984146e+000	2.731034e-002	-1.127174e-001
1.671384091000149e-002	6.035955e+001	4.607454e+000	4.354342e-002	-9.437410e-002
1.672666948142998e-002	7.677040e+001	6.230576e+000	5.977470e-002	-7.582460e-002
1.673949805285848e-002	9.317926e+001	7.853514e+000	7.600419e-002	-5.706893e-002
1.675232662428697e-002	1.095861e+002	9.476266e+000	9.223189e-002	-3.810708e-002
1.676515519571547e-002	1.259910e+002	1.109883e+001	1.084578e-001	-1.893906e-002
1.677798376714396e-002	1.423939e+002	1.272122e+001	1.246819e-001	4.351385e-004
1.677976948142967e-002	1.446768e+002	1.294701e+001	1.269399e-001	3.148074e-003
1.678155519571537e-002	1.469596e+002	1.317280e+001	1.291979e-001	5.864970e-003
1.678334091000108e-002	1.492423e+002	1.339858e+001	1.314557e-001	8.585826e-003
1.678512662428678e-002	1.515250e+002	1.362436e+001	1.337135e-001	1.131064e-002
1.678691233857248e-002	1.538076e+002	1.385013e+001	1.359713e-001	1.403942e-002
1.678869805285818e-002	1.560901e+002	1.407589e+001	1.382290e-001	1.677215e-002
1.679048376714389e-002	1.583726e+002	1.430165e+001	1.404866e-001	1.950885e-002
1.679058376714389e-002	1.585004e+002	1.431429e+001	1.406130e-001	1.966222e-002
1.680519805285809e-002	1.771786e+002	1.616175e+001	1.590880e-001	4.221145e-002
1.681981233857229e-002	1.958500e+002	1.800855e+001	1.775566e-001	6.502318e-002
1.683442662428648e-002	2.145146e+002	1.985469e+001	1.960187e-001	8.809739e-002
1.684904091000069e-002	2.331725e+002	2.170018e+001	2.144742e-001	1.114341e-001
1.686365519571488e-002	2.518235e+002	2.354501e+001	2.329233e-001	1.350333e-001
1.687826948142908e-002	2.704677e+002	2.538918e+001	2.513659e-001	1.588950e-001
1.689288376714328e-002	2.891052e+002	2.723269e+001	2.698020e-001	1.830192e-001
1.689298376714328e-002	2.892327e+002	2.724530e+001	2.699281e-001	1.831851e-001
1.690759805285748e-002	3.078613e+002	2.908796e+001	2.883556e-001	2.075712e-001
1.692221233857168e-002	3.264791e+002	3.092957e+001	3.067728e-001	2.322145e-001
1.693682662428588e-002	3.450862e+002	3.277012e+001	3.251795e-001	2.571152e-001
1.695144091000008e-002	3.636826e+002	3.460963e+001	3.435759e-001	2.822732e-001
1.696605519571428e-002	3.822681e+002	3.644809e+001	3.619618e-001	3.076884e-001
1.698066948142847e-002	4.008430e+002	3.828551e+001	3.803373e-001	3.333610e-001
1.699528376714267e-002	4.194070e+002	4.012187e+001	3.987024e-001	3.592909e-001
1.699538376714267e-002	4.195340e+002	4.013443e+001	3.988280e-001	3.594692e-001
1.700601233857118e-002	4.330266e+002	4.146913e+001	4.121762e-001	3.784879e-001
1.701664090999969e-002	4.465118e+002	4.280310e+001	4.255171e-001	3.976402e-001
1.702726948142820e-002	4.599894e+002	4.413634e+001	4.388506e-001	4.169260e-001
1.703789805285670e-002	4.734596e+002	4.546885e+001	4.521769e-001	4.363454e-001
1.704852662428521e-002	4.869222e+002	4.680062e+001	4.654959e-001	4.558983e-001
1.705915519571372e-002	5.003774e+002	4.813165e+001	4.788076e-001	4.755849e-001
1.706978376714223e-002	5.138251e+002	4.946196e+001	4.921120e-001	4.954050e-001
1.707376948142792e-002	5.188657e+002	4.996060e+001	4.970989e-001	5.028714e-001
1.707775519571361e-002	5.239050e+002	5.045912e+001	5.020846e-001	5.103564e-001
1.708174090999930e-002	5.289432e+002	5.095753e+001	5.070692e-001	5.178600e-001
1.708572662428499e-002	5.339802e+002	5.145581e+001	5.120526e-001	5.253822e-001
1.708971233857068e-002	5.390160e+002	5.195398e+001	5.170349e-001	5.329229e-001
1.709369805285637e-002	5.440505e+002	5.245203e+001	5.220159e-001	5.404822e-001
1.709768376714206e-002	5.490839e+002	5.294997e+001	5.269958e-001	5.480601e-001
1.709778376714206e-002	5.492102e+002	5.296246e+001	5.271208e-001	5.482504e-001
1.711239805285626e-002	5.676564e+002	5.478729e+001	5.453711e-001	5.761978e-001
1.712701233857046e-002	5.860841e+002	5.661029e+001	5.636033e-001	6.043910e-001
1.714162662428466e-002	6.044930e+002	5.843146e+001	5.818173e-001	6.328300e-001
1.715624090999886e-002	6.228834e+002	6.025081e+001	6.000130e-001	6.615148e-001
1.717085519571306e-002	6.412551e+002	6.206832e+001	6.181906e-001	6.904454e-001
1.718546948142726e-002	6.596082e+002	6.388401e+001	6.363500e-001	7.196218e-001
1.720008376714146e-002	6.779427e+002	6.569788e+001	6.544911e-001	7.490440e-001
1.720018376714146e-002	6.780681e+002	6.571028e+001	6.546152e-001	7.492462e-001
1.721479805285565e-002	6.963818e+002	6.752211e+001	6.727360e-001	7.789128e-001
1.722941233856985e-002	7.146730e+002	6.933172e+001	6.908349e-001	8.088190e-001
1.724402662428405e-002	7.329417e+002	7.113912e+001	7.089116e-001	8.389646e-001
1.725864090999825e-002	7.511878e+002	7.294431e+001	7.269664e-001	8.693497e-001
1.727325519571245e-002	7.694115e+002	7.474729e+001	7.449990e-001	8.999743e-001
1.728786948142665e-002	7.876126e+002	7.654805e+001	7.630096e-001	9.308384e-001
1.730248376714085e-002	8.057912e+002	7.834660e+001	7.809982e-001	9.619420e-001
1.730258376714085e-002	8.059155e+002	7.835889e+001	7.811212e-001	9.621556e-001
1.731719805285505e-002	8.240695e+002	8.015502e+001	7.990856e-001	9.934971e-001
1.733181233856924e-002	8.421970e+002	8.194855e+001	8.170241e-001	1.025071e+000
1.734642662428344e-002	8.602982e+002	8.373949e+001	8.349368e-001	1.056879e+000
1.736104090999764e-002	8.783730e+002	8.552783e+001	8.528235e-001	1.088919e+000
1.737565519571184e-002	8.964214e+002	8.731358e+001	8.706844e-001	1.121191e+000
1.739026948142604e-002	9.144434e+002	8.909673e+001	8.885195e-001	1.153697e+000
1.740488376714024e-002	9.324390e+002	9.087729e+001	9.063286e-001	1.186435e+000
1.740498376714024e-002	9.325621e+002	9.088946e+001	9.064504e-001	1.186660e+000
1.741959805285444e-002	9.505292e+002	9.266721e+001	9.242316e-001	1.219630e+000
1.743421233856864e-002	9.684661e+002	9.444199e+001	9.419831e-001	1.252825e+000
1.744882662428283e-002	9.863728e+002	9.621379e+001	9.597049e-001	1.286246e+000
1.746344090999704e-002	1.004249e+003	9.798262e+001	9.773971e-001	1.319893e+000
1.747805519571124e-002	1.022096e+003	9.974848e+001	9.950596e-001	1.353766e+000
1.749266948142543e-002	1.039912e+003	1.015114e+002	1.012692e+000	1.387864e+000
1.750728376713963e-002	1.057698e+003	1.032713e+002	1.030296e+000	1.422188e+000
1.750738376713963e-002	1.057819e+003	1.032833e+002	1.030416e+000	1.422424e+000
1.752199805285383e-002	1.075573e+003	1.050400e+002	1.047987e+000	1.456972e+000
1.753661233856803e-002	1.093292e+003	1.067934e+002	1.065525e+000	1.491739e+000
1.755122662428223e-002	1.110978e+003	1.085434e+002	1.083030e+000	1.526724e+000
1.756584090999643e-002	1.128629e+003	1.102901e+002	1.100501e+000	1.561927e+000
1.758045519571063e-002	1.146247e+003	1.120334e+002	1.117939e+000	1.597349e+000
1.759506948142483e-002	1.163830e+003	1.137734e+002	1.135344e+000	1.632990e+000
1.760968376713902e-002	1.181380e+003	1.155101e+002	1.152715e+000	1.668849e+000
1.760978376713902e-002	1.181500e+003	1.155219e+002	1.152833e+000	1.669095e+000
1.762439805285322e-002	1.199013e+003	1.172550e+002	1.170169e+000	1.705170e+000
1.763901233856742e-002	1.216489e+003	1.189844e+002	1.187467e+000	1.741456e+000
1.765362662428162e-002	1.233927e+003	1.207100e+002	1.204729e+000	1.777952e+000
1.766824090999582e-002	1.251327e+003	1.224320e+002	1.221953e+000	1.814660e+000
1.768285519571002e-002	1.268690e+003	1.241502e+002	1.239140e+000	1.851578e+000
1.769746948142422e-002	1.286015e+003	1.258647e+002	1.256290e+000	1.888707e+000
1.771208376713842e-002	1.303302e+003	1.275755e+002	1.273403e+000	1.926047e+000
1.771218376713842e-002	1.303420e+003	1.275872e+002	1.273520e+000	1.926303e+000
1.781458376713781e-002	1.423398e+003	1.394610e+002	1.392296e+000	2.193665e+000
1.791698376713720e-002	1.541255e+003	1.511257e+002	1.508984e+000	2.470779e+000
1.801938376713659e-002	1.656816e+003	1.625639e+002	1.623412e+000	2.757234e+000
1.812178376713598e-002	1.769907e+003	1.737587e+002	1.735407e+000	3.052599e+000
1.822418376713537e-002	1.880362e+003	1.846932e+002	1.844803e+000	3.356434e+000
1.832658376713477e-002	1.988014e+003	1.953512e+002	1.951438e+000	3.668285e+000
1.842898376713416e-002	2.092705e+003	2.057168e+002	2.055152e+000	3.987685e+000
1.853138376713355e-002	2.194277e+003	2.157746e+002	2.155790e+000	4.314157e+000
1.863378376713294e-002	2.292579e+003	2.255096e+002	2.253204e+000	4.647215e+000
1.873618376713233e-002	2.387465e+003	2.349073e+002	2.347247e+000	4.986359e+000
1.883858376713173e-002	2.478794e+003	2.439537e+002	2.437780e+000	5.331083e+000
1.894098376713112e-002	2.566429e+003	2.526353e+002	2.524667e+000	5.680873e+000
1.904338376713051e-002	2.650240e+003	2.609391e+002	2.607780e+000	6.035205e+000
1.914578376712990e-002	2.730102e+003	2.688528e+002	2.686993e+000	6.393551e+000
1.924818376712929e-002	2.805896e+003	2.763647e+002	2.762190e+000	6.755375e+000
1.935058376712869e-002	2.877508e+003	2.834634e+002	2.833259e+000	7.120137e+000
1.945298376712808e-002	2.944833e+003	2.901385e+002	2.900092e+000	7.487292e+000
1.955538376712747e-002	3.007771e+003	2.963799e+002	2.962592e+000	7.856291e+000
1.965778376712686e-002	3.066226e+003	3.021784e+002	3.020664e+000	8.226583e+000
1.976018376712625e-002	3.120112e+003	3.075254e+002	3.074222e+000	8.597617e+000
1.986258376712564e-002	3.169349e+003	3.124129e+002	3.123187e+000	8.968836e+000
1.996498376712504e-002	3.213864e+003	3.168335e+002	3.167484e+000	9.339686e+000
2.006738376712443e-002	3.253590e+003	3.207808e+002	3.207050e+000	9.709615e+000
2.016978376712382e-002	3.288468e+003	3.242487e+002	3.241823e+000	1.007807e+001
2.027218376712321e-002	3.318445e+003	3.272323e+002	3.271753e+000	1.044450e+001
2.037458376712260e-002	3.343478e+003	3.297269e+002	3.296795e+000	1.080835e+001
2.047698376712200e-002	3.363529e+003	3.317289e+002	3.316912e+000	1.116909e+001
2.057938376712139e-002	3.378567e+003	3.332354e+002	3.332073e+000	1.152618e+001
2.068178376712078e-002	3.388572e+003	3.342440e+002	3.342257e+000	1.187907e+001
2.078418376712017e-002	3.393527e+003	3.347533e+002	3.347447e+000	1.222725e+001
2.088658376711956e-002	3.393426e+003	3.347625e+002	3.347637e+000	1.257020e+001
2.098898376711895e-002	3.388268e+003	3.342716e+002	3.342825e+000	1.290740e+001
2.109138376711835e-002	3.378062e+003	3.332813e+002	3.333020e+000	1.323834e+001
2.119378376711774e-002	3.362822e+003	3.317931e+002	3.318235e+000	1.356254e+001
2.129618376711713e-002	3.342571e+003	3.298092e+002	3.298493e+000	1.387951e+001
2.139858376711652e-002	3.317339e+003	3.273326e+002	3.273823e+000	1.418878e+001
2.150098376711591e-002	3.287165e+003	3.243669e+002	3.244262e+000	1.448988e+001
2.160338376711531e-002	3.252092e+003	3.209167e+002	3.209854e+000	1.478236e+001
2.170578376711470e-002	3.212173e+003	3.169869e+002	3.170650e+000	1.506579e+001
2.180818376711409e-002	3.167468e+003	3.125836e+002	3.126709e+000	1.533974e+001
2.191058376711348e-002	3.118043e+003	3.077132e+002	3.078096e+000	1.560381e+001
2.201298376711287e-002	3.063972e+003	3.023830e+002	3.024883e+000	1.585759e+001
2.211538376711227e-002	3.005336e+003	2.966009e+002	2.967150e+000	1.610072e+001
2.221778376711166e-002	2.942221e+003	2.903755e+002	2.904984e+000	1.633282e+001
2.232018376711105e-002	2.874722e+003	2.837163e+002	2.838475e+000	1.655354e+001
2.242258376711044e-002	2.802940e+003	2.766329e+002	2.767724e+000	1.676257e+001
2.252498376710983e-002	2.726981e+003	2.691361e+002	2.692837e+000	1.695958e+001
2.262738376710922e-002	2.646958e+003	2.612370e+002	2.613924e+000	1.714429e+001
2.272978376710862e-002	2.562992e+003	2.529473e+002	2.531103e+000	1.731640e+001
2.283218376710801e-002	2.475206e+003	2.442794e+002	2.444498e+000	1.747567e+001
2.293458376710740e-002	2.383733e+003	2.352463e+002	2.354237e+000	1.762186e+001
2.303698376710679e-002	2.288707e+003	2.258613e+002	2.260456e+000	1.775475e+001
2.313938376710618e-002	2.190271e+003	2.161385e+002	2.163293e+000	1.787414e+001
2.324178376710558e-002	2.088571e+003	2.060923e+002	2.062894e+000	1.797985e+001
2.334418376710497e-002	1.983759e+003	1.957378e+002	1.959409e+000	1.807172e+001
2.344658376710436e-002	1.875991e+003	1.850903e+002	1.852991e+000	1.814961e+001
2.354898376710375e-002	1.765428e+003	1.741658e+002	1.743799e+000	1.821341e+001
2.365138376710314e-002	1.652234e+003	1.629804e+002	1.631996e+000	1.826301e+001
2.375378376710254e-002	1.536578e+003	1.515509e+002	1.517748e+000	1.829835e+001
2.385618376710193e-002	1.418633e+003	1.398943e+002	1.401226e+000	1.831937e+001
2.395858376710132e-002	1.298574e+003	1.280279e+002	1.282603e+000	1.832604e+001
2.406098376710071e-002	1.176579e+003	1.159695e+002	1.162056e+000	1.831834e+001
2.416338376710010e-002	1.052832e+003	1.037371e+002	1.039765e+000	1.829629e+001
2.426578376709949e-002	9.275157e+002	9.134872e+001	9.159111e-001	1.825992e+001
2.436818376709889e-002	8.008173e+002	7.882298e+001	7.906801e-001	1.820928e+001
2.447058376709828e-002	6.729257e+002	6.617850e+001	6.642580e-001	1.814444e+001
2.457298376709767e-002	5.440314e+002	5.343414e+001	5.368333e-001	1.806551e+001
2.467538376709706e-002	4.143265e+002	4.060887e+001	4.085959e-001	1.797259e+001
2.477778376709645e-002	2.840042e+002	2.772181e+001	2.797368e-001	1.786582e+001
2.488018376709585e-002	1.532587e+002	1.479215e+001	1.504481e-001	1.774536e+001
2.498258376709524e-002	2.228477e+001	1.839177e+000	2.092242e-002	1.761140e+001
2.498881233852377e-002	1.431501e+001	1.050965e+000	1.304042e-002	1.760282e+001
2.499504090995231e-002	6.345287e+000	2.627533e-001	5.158415e-003	1.759419e+001
2.500126948138084e-002	-1.624408e+000	-5.254580e-001	-2.723602e-003	1.758551e+001
2.500749805280937e-002	-9.594072e+000	-1.313669e+000	-1.060563e-002	1.757678e+001
2.501372662423791e-002	-1.756370e+001	-2.101880e+000	-1.848767e-002	1.756801e+001
2.501995519566645e-002	-2.553331e+001	-2.890090e+000	-2.636972e-002	1.755918e+001
2.502618376709498e-002	-3.350288e+001	-3.678300e+000	-3.425178e-002	1.755030e+001
2.508498376709463e-002	-1.087223e+002	-1.111782e+001	-1.086473e-001	1.746412e+001
2.518738376709402e-002	-2.395674e+002	-2.405953e+001	-2.380679e-001	1.730375e+001
2.528978376709341e-002	-3.700555e+002	-3.696667e+001	-3.671466e-001	1.713052e+001
2.539218376709281e-002	-4.999922e+002	-4.982002e+001	-4.956911e-001	1.694469e+001
2.549458376709220e-002	-6.291839e+002	-6.260040e+001	-6.235097e-001	1.674654e+001
2.559698376709159e-002	-7.574380e+002	-7.528880e+001	-7.504120e-001	1.653636e+001
2.569938376709098e-002	-8.845635e+002	-8.786628e+001	-8.762091e-001	1.631446e+001
2.580178376709037e-002	-1.010371e+003	-1.003141e+002	-1.000713e+000	1.608117e+001
2.590418376708976e-002	-1.134673e+003	-1.126138e+002	-1.123739e+000	1.583684e+001
2.600658376708916e-002	-1.257284e+003	-1.247469e+002	-1.245103e+000	1.558182e+001
2.610898376708855e-002	-1.378022e+003	-1.366954e+002	-1.364625e+000	1.531651e+001
2.621138376708794e-002	-1.496706e+003	-1.484415e+002	-1.482126e+000	1.504129e+001
2.631378376708733e-002	-1.613160e+003	-1.599677e+002	-1.597432e+000	1.475658e+001
2.641618376708672e-002	-1.727211e+003	-1.712568e+002	-1.710369e+000	1.446278e+001
2.651858376708612e-002	-1.838687e+003	-1.822920e+002	-1.820772e+000	1.416035e+001
2.662098376708551e-002	-1.947424e+003	-1.930569e+002	-1.928473e+000	1.384973e+001
2.672338376708490e-002	-2.053260e+003	-2.035354e+002	-2.033315e+000	1.353138e+001
2.682578376708429e-002	-2.156035e+003	-2.137118e+002	-2.135139e+000	1.320578e+001
2.692818376708368e-002	-2.255598e+003	-2.235711e+002	-2.233794e+000	1.287340e+001
2.703058376708308e-002	-2.351800e+003	-2.330986e+002	-2.329134e+000	1.253475e+001
2.713298376708247e-002	-2.444498e+003	-2.422800e+002	-2.421016e+000	1.219032e+001
2.723538376708186e-002	-2.533553e+003	-2.511016e+002	-2.509303e+000	1.184064e+001
2.733778376708125e-002	-2.618833e+003	-2.595504e+002	-2.593863e+000	1.148621e+001
2.744018376708064e-002	-2.700210e+003	-2.676137e+002	-2.674572e+000	1.112756e+001
2.754258376708003e-002	-2.777565e+003	-2.752795e+002	-2.751308e+000	1.076523e+001
2.764498376707943e-002	-2.850780e+003	-2.825364e+002	-2.823957e+000	1.039976e+001
2.774738376707882e-002	-2.919748e+003	-2.893736e+002	-2.892411e+000	1.003169e+001
2.784978376707821e-002	-2.984365e+003	-2.957809e+002	-2.956568e+000	9.661566e+000
2.795218376707760e-002	-3.044534e+003	-3.017487e+002	-3.016333e+000	9.289938e+000
2.805458376707699e-002	-3.100168e+003	-3.072681e+002	-3.071615e+000	8.917360e+000
2.815698376707639e-002	-3.151182e+003	-3.123310e+002	-3.122333e+000	8.544385e+000
2.825938376707578e-002	-3.197500e+003	-3.169298e+002	-3.168412e+000	8.171568e+000
2.836178376707517e-002	-3.239054e+003	-3.210576e+002	-3.209782e+000	7.799463e+000
2.846418376707456e-002	-3.275781e+003	-3.247082e+002	-3.246382e+000	7.428624e+000
2.856658376707395e-002	-3.307628e+003	-3.278763e+002	-3.278157e+000	7.059600e+000
2.866898376707334e-002	-3.334545e+003	-3.305572e+002	-3.305061e+000	6.692942e+000
2.877138376707274e-002	-3.356494e+003	-3.327467e+002	-3.327053e+000	6.329194e+000
2.887378376707213e-002	-3.373442e+003	-3.344417e+002	-3.344099e+000	5.968896e+000
2.897618376707152e-002	-3.385363e+003	-3.356396e+002	-3.356176e+000	5.612585e+000
2.907858376707091e-002	-3.392239e+003	-3.363387e+002	-3.363264e+000	5.260789e+000
2.918098376707030e-002	-3.394061e+003	-3.365379e+002	-3.365354e+000	4.914033e+000
2.928338376706970e-002	-3.390825e+003	-3.362369e+002	-3.362442e+000	4.572831e+000
2.938578376706909e-002	-3.382537e+003	-3.354362e+002	-3.354532e+000	4.237690e+000
2.948818376706848e-002	-3.369208e+003	-3.341369e+002	-3.341636e+000	3.909108e+000
2.959058376706787e-002	-3.350859e+003	-3.323410e+002	-3.323774e+000	3.587575e+000
2.969298376706726e-002	-3.327517e+003	-3.300512e+002	-3.300972e+000	3.273566e+000
2.979538376706666e-002	-3.299217e+003	-3.272708e+002	-3.273264e+000	2.967550e+000
2.989778376706605e-002	-3.266001e+003	-3.240041e+002	-3.240692e+000	2.669981e+000
3.000018376706544e-002	-3.227918e+003	-3.202558e+002	-3.203303e+000	2.381301e+000
3.010258376706483e-002	-3.185025e+003	-3.160316e+002	-3.161154e+000	2.101938e+000
3.020498376706422e-002	-3.137386e+003	-3.113378e+002	-3.114307e+000	1.832308e+000
3.030738376706361e-002	-3.085073e+003	-3.061813e+002	-3.062833e+000	1.572811e+000
3.040978376706301e-002	-3.028162e+003	-3.005699e+002	-3.006807e+000	1.323833e+000
3.051218376706240e-002	-2.966740e+003	-2.945119e+002	-2.946314e+000	1.085743e+000
3.061458376706179e-002	-2.900896e+003	-2.880163e+002	-2.881443e+000	8.588946e-001
3.071698376706118e-002	-2.830730e+003	-2.810928e+002	-2.812291e+000	6.436247e-001
3.073159805277538e-002	-2.820369e+003	-2.800703e+002	-2.802078e+000	6.138626e-001
3.074621233848958e-002	-2.809923e+003	-2.790394e+002	-2.791781e+000	5.843461e-001
3.076082662420378e-002	-2.799392e+003	-2.780001e+002	-2.781400e+000	5.550750e-001
3.077544090991798e-002	-2.788777e+003	-2.769525e+002	-2.770935e+000	5.260494e-001
3.079005519563218e-002	-2.778076e+003	-2.758964e+002	-2.760386e+000	4.972693e-001
3.080466948134638e-002	-2.767291e+003	-2.748319e+002	-2.749753e+000	4.687346e-001
3.081928376706057e-002	-2.756421e+003	-2.737591e+002	-2.739036e+000	4.404454e-001
3.081938376706057e-002	-2.756346e+003	-2.737517e+002	-2.738962e+000	4.402527e-001
3.083399805277477e-002	-2.745392e+003	-2.726705e+002	-2.728162e+000	4.122138e-001
3.084861233848897e-002	-2.734355e+003	-2.715811e+002	-2.717279e+000	3.844264e-001
3.086322662420317e-002	-2.723236e+003	-2.704836e+002	-2.706315e+000	3.568904e-001
3.087784090991737e-002	-2.712034e+003	-2.693779e+002	-2.695269e+000	3.296059e-001
3.089245519563157e-002	-2.700750e+003	-2.682640e+002	-2.684142e+000	3.025728e-001
3.090706948134577e-002	-2.689383e+003	-2.671420e+002	-2.672933e+000	2.757912e-001
3.092168376705997e-002	-2.677934e+003	-2.660118e+002	-2.661642e+000	2.492610e-001
3.092178376705997e-002	-2.677855e+003	-2.660040e+002	-2.661564e+000	2.490803e-001
3.093639805277416e-002	-2.666324e+003	-2.648657e+002	-2.650192e+000	2.228062e-001
3.095101233848836e-002	-2.654713e+003	-2.637195e+002	-2.638741e+000	1.967892e-001
3.096562662420256e-002	-2.643021e+003	-2.625653e+002	-2.627210e+000	1.710292e-001
3.098024090991676e-002	-2.631250e+003	-2.614032e+002	-2.615600e+000	1.455262e-001
3.099485519563096e-002	-2.619399e+003	-2.602332e+002	-2.603911e+000	1.202803e-001
3.100946948134516e-002	-2.607467e+003	-2.590552e+002	-2.592142e+000	9.529134e-002
3.102408376705936e-002	-2.595456e+003	-2.578694e+002	-2.580295e+000	7.055944e-002
3.102418376705936e-002	-2.595374e+003	-2.578612e+002	-2.580213e+000	7.039112e-002
3.103072662420217e-002	-2.589971e+003	-2.573278e+002	-2.574884e+000	5.940418e-002
3.103726948134499e-002	-2.584552e+003	-2.567928e+002	-2.569539e+000	4.846952e-002
3.104381233848781e-002	-2.579118e+003	-2.562563e+002	-2.564178e+000	3.758715e-002
3.105035519563063e-002	-2.573668e+003	-2.557182e+002	-2.558802e+000	2.675706e-002
3.105689805277345e-002	-2.568202e+003	-2.551785e+002	-2.553410e+000	1.597925e-002
3.106344090991627e-002	-2.562720e+003	-2.546373e+002	-2.548003e+000	5.253725e-003
3.106998376705909e-002	-2.557223e+003	-2.540945e+002	-2.542580e+000	-5.419517e-003
3.107805519563047e-002	-2.550421e+003	-2.534229e+002	-2.535869e+000	-1.851403e-002
3.108612662420185e-002	-2.543594e+003	-2.527489e+002	-2.529135e+000	-3.152822e-002
3.109419805277323e-002	-2.536744e+003	-2.520725e+002	-2.522377e+000	-4.446207e-002
3.110226948134461e-002	-2.529871e+003	-2.513939e+002	-2.515597e+000	-5.731560e-002
3.111034090991599e-002	-2.522975e+003	-2.507129e+002	-2.508793e+000	-7.008879e-002
3.111841233848737e-002	-2.516055e+003	-2.500296e+002	-2.501966e+000	-8.278165e-002
3.112648376705875e-002	-2.509111e+003	-2.493440e+002	-2.495115e+000	-9.539419e-002
3.112658376705875e-002	-2.509025e+003	-2.493355e+002	-2.495030e+000	-9.554994e-002
