time	V(n001)	V(n004)	I(L4)	I(R1)
3.114119805277295e-002	-2.496393e+003	-2.480881e+002	-2.482567e+000	-1.181802e-001
3.115581233848715e-002	-2.483685e+003	-2.468333e+002	-2.470030e+000	-1.405435e-001
3.117042662420134e-002	-2.470903e+003	-2.455712e+002	-2.457418e+000	-1.626397e-001
3.118504090991555e-002	-2.458047e+003	-2.443016e+002	-2.444733e+000	-1.844688e-001
3.119965519562975e-002	-2.445115e+003	-2.430246e+002	-2.431973e+000	-2.060309e-001
3.121426948134394e-002	-2.432109e+003	-2.417402e+002	-2.419139e+000	-2.273260e-001
3.122888376705814e-002	-2.419027e+003	-2.404483e+002	-2.406231e+000	-2.483540e-001
3.122898376705814e-002	-2.418938e+003	-2.404395e+002	-2.406142e+000	-2.484969e-001
3.124359805277274e-002	-2.405783e+003	-2.391403e+002	-2.393161e+000	-2.692536e-001
3.125821233848734e-002	-2.392555e+003	-2.378341e+002	-2.380108e+000	-2.897389e-001
3.127282662420194e-002	-2.379256e+003	-2.365206e+002	-2.366984e+000	-3.099527e-001
3.128744090991655e-002	-2.365885e+003	-2.352001e+002	-2.353788e+000	-3.298950e-001
3.130205519563115e-002	-2.352442e+003	-2.338724e+002	-2.340521e+000	-3.495659e-001
3.131666948134575e-002	-2.338926e+003	-2.325376e+002	-2.327183e+000	-3.689653e-001
3.133128376706035e-002	-2.325339e+003	-2.311957e+002	-2.313773e+000	-3.880932e-001
3.133138376706036e-002	-2.325246e+003	-2.311865e+002	-2.313681e+000	-3.882232e-001
3.134599805277506e-002	-2.311588e+003	-2.298375e+002	-2.300201e+000	-4.070756e-001
3.136061233848977e-002	-2.297860e+003	-2.284816e+002	-2.286653e+000	-4.256525e-001
3.137522662420447e-002	-2.284064e+003	-2.271190e+002	-2.273035e+000	-4.439540e-001
3.138984090991918e-002	-2.270198e+003	-2.257494e+002	-2.259350e+000	-4.619800e-001
3.140445519563389e-002	-2.256263e+003	-2.243731e+002	-2.245595e+000	-4.797305e-001
3.141906948134859e-002	-2.242259e+003	-2.229899e+002	-2.231773e+000	-4.972055e-001
3.143368376706330e-002	-2.228186e+003	-2.215998e+002	-2.217881e+000	-5.144051e-001
3.143378376706330e-002	-2.228090e+003	-2.215903e+002	-2.217786e+000	-5.145218e-001
3.144839805277801e-002	-2.213948e+003	-2.201934e+002	-2.203827e+000	-5.314420e-001
3.146301233849271e-002	-2.199741e+003	-2.187901e+002	-2.189803e+000	-5.480832e-001
3.147762662420742e-002	-2.185468e+003	-2.173801e+002	-2.175713e+000	-5.644452e-001
3.149224090992213e-002	-2.171128e+003	-2.159637e+002	-2.161557e+000	-5.805282e-001
3.150685519563683e-002	-2.156722e+003	-2.145407e+002	-2.147336e+000	-5.963321e-001
3.152146948135154e-002	-2.142251e+003	-2.131111e+002	-2.133049e+000	-6.118569e-001
3.153608376706624e-002	-2.127713e+003	-2.116750e+002	-2.118697e+000	-6.271026e-001
3.153618376706625e-002	-2.127613e+003	-2.116651e+002	-2.118598e+000	-6.272060e-001
3.155079805278095e-002	-2.113010e+003	-2.102226e+002	-2.104182e+000	-6.421689e-001
3.156541233849566e-002	-2.098344e+003	-2.087737e+002	-2.089702e+000	-6.568496e-001
3.158002662421036e-002	-2.083615e+003	-2.073187e+002	-2.075161e+000	-6.712481e-001
3.159464090992507e-002	-2.068823e+003	-2.058574e+002	-2.060556e+000	-6.853643e-001
3.160925519563978e-002	-2.053968e+003	-2.043898e+002	-2.045890e+000	-6.991982e-001
3.162386948135448e-002	-2.039050e+003	-2.029161e+002	-2.031160e+000	-7.127499e-001
3.163848376706919e-002	-2.024069e+003	-2.014360e+002	-2.016368e+000	-7.260193e-001
3.163858376706919e-002	-2.023966e+003	-2.014259e+002	-2.016267e+000	-7.261090e-001
3.174098376707214e-002	-1.917304e+003	-1.908878e+002	-1.910944e+000	-8.110849e-001
3.184338376707508e-002	-1.807784e+003	-1.800665e+002	-1.802786e+000	-8.820084e-001
3.194578376707803e-002	-1.695571e+003	-1.689781e+002	-1.691954e+000	-9.387749e-001
3.204818376708097e-002	-1.580831e+003	-1.576393e+002	-1.578614e+000	-9.813013e-001
3.206279805279567e-002	-1.564258e+003	-1.560015e+002	-1.562243e+000	-9.862058e-001
3.207741233851038e-002	-1.547639e+003	-1.543591e+002	-1.545825e+000	-9.908185e-001
3.209202662422508e-002	-1.530974e+003	-1.527121e+002	-1.529362e+000	-9.951394e-001
3.210664090993980e-002	-1.514262e+003	-1.510605e+002	-1.512852e+000	-9.991685e-001
3.212125519565450e-002	-1.497505e+003	-1.494043e+002	-1.496297e+000	-1.002906e+000
3.213586948136921e-002	-1.480701e+003	-1.477436e+002	-1.479696e+000	-1.006351e+000
3.215048376708391e-002	-1.463851e+003	-1.460782e+002	-1.463049e+000	-1.009505e+000
3.215058376708391e-002	-1.463735e+003	-1.460668e+002	-1.462935e+000	-1.009526e+000
3.216519805279862e-002	-1.446841e+003	-1.443971e+002	-1.446243e+000	-1.012385e+000
3.217981233851332e-002	-1.429903e+003	-1.427231e+002	-1.429509e+000	-1.014952e+000
3.219442662422803e-002	-1.412923e+003	-1.410448e+002	-1.412733e+000	-1.017226e+000
3.220904090994274e-002	-1.395900e+003	-1.393624e+002	-1.395915e+000	-1.019208e+000
3.222365519565745e-002	-1.378835e+003	-1.376757e+002	-1.379054e+000	-1.020898e+000
3.223826948137215e-002	-1.361727e+003	-1.359848e+002	-1.362150e+000	-1.022295e+000
3.225288376708686e-002	-1.344576e+003	-1.342896e+002	-1.345204e+000	-1.023400e+000
3.225298376708686e-002	-1.344459e+003	-1.342780e+002	-1.345088e+000	-1.023407e+000
3.226759805280156e-002	-1.327267e+003	-1.325788e+002	-1.328102e+000	-1.024217e+000
3.228221233851627e-002	-1.310037e+003	-1.308757e+002	-1.311076e+000	-1.024734e+000
3.229682662423097e-002	-1.292767e+003	-1.291687e+002	-1.294012e+000	-1.024959e+000
3.231144090994569e-002	-1.275458e+003	-1.274579e+002	-1.276909e+000	-1.024892e+000
3.232605519566039e-002	-1.258111e+003	-1.257432e+002	-1.259768e+000	-1.024531e+000
3.234066948137510e-002	-1.240724e+003	-1.240246e+002	-1.242587e+000	-1.023878e+000
3.235528376708980e-002	-1.223298e+003	-1.223021e+002	-1.225368e+000	-1.022933e+000
3.235538376708980e-002	-1.223179e+003	-1.222904e+002	-1.225250e+000	-1.022926e+000
3.236999805280451e-002	-1.205716e+003	-1.205642e+002	-1.207994e+000	-1.021685e+000
3.238461233851921e-002	-1.188218e+003	-1.188345e+002	-1.190702e+000	-1.020153e+000
3.239922662423392e-002	-1.170684e+003	-1.171014e+002	-1.173376e+000	-1.018328e+000
3.241384090994863e-002	-1.153116e+003	-1.153647e+002	-1.156014e+000	-1.016211e+000
3.242845519566334e-002	-1.135512e+003	-1.136245e+002	-1.138617e+000	-1.013802e+000
3.244306948137804e-002	-1.117872e+003	-1.118809e+002	-1.121186e+000	-1.011100e+000
3.245768376709275e-002	-1.100198e+003	-1.101337e+002	-1.103719e+000	-1.008106e+000
3.245778376709275e-002	-1.100077e+003	-1.101217e+002	-1.103599e+000	-1.008084e+000
3.247232662423602e-002	-1.082455e+003	-1.083798e+002	-1.086184e+000	-1.004813e+000
3.248686948137930e-002	-1.064802e+003	-1.066348e+002	-1.068738e+000	-1.001252e+000
3.250141233852257e-002	-1.047118e+003	-1.048866e+002	-1.051261e+000	-9.974030e-001
3.251595519566585e-002	-1.029403e+003	-1.031354e+002	-1.033753e+000	-9.932651e-001
3.253049805280912e-002	-1.011657e+003	-1.013810e+002	-1.016214e+000	-9.888383e-001
3.254504090995240e-002	-9.938790e+002	-9.962357e+001	-9.986441e-001	-9.841227e-001
3.255958376709568e-002	-9.760703e+002	-9.786302e+001	-9.810429e-001	-9.791183e-001
3.256018376709569e-002	-9.753350e+002	-9.779033e+001	-9.803161e-001	-9.789057e-001
3.257479805281040e-002	-9.574079e+002	-9.601807e+001	-9.625977e-001	-9.735742e-001
3.258941233852510e-002	-9.394531e+002	-9.424306e+001	-9.448517e-001	-9.679522e-001
3.260402662423981e-002	-9.214707e+002	-9.246530e+001	-9.270781e-001	-9.620397e-001
3.261864090995452e-002	-9.034605e+002	-9.068478e+001	-9.092769e-001	-9.558367e-001
3.263325519566922e-002	-8.854227e+002	-8.890151e+001	-8.914481e-001	-9.493432e-001
3.264786948138393e-002	-8.673571e+002	-8.711549e+001	-8.735917e-001	-9.425591e-001
3.266248376709863e-002	-8.492639e+002	-8.532671e+001	-8.557076e-001	-9.354846e-001
3.266258376709864e-002	-8.491400e+002	-8.531447e+001	-8.555852e-001	-9.354352e-001
3.267719805281334e-002	-8.310207e+002	-8.352311e+001	-8.376752e-001	-9.280687e-001
3.269181233852805e-002	-8.128777e+002	-8.172937e+001	-8.197415e-001	-9.204133e-001
3.270642662424275e-002	-7.947108e+002	-7.993327e+001	-8.017840e-001	-9.124689e-001
3.272104090995746e-002	-7.765201e+002	-7.813479e+001	-7.838026e-001	-9.042356e-001
3.273565519567217e-002	-7.583055e+002	-7.633394e+001	-7.657974e-001	-8.957133e-001
3.275026948138687e-002	-7.400670e+002	-7.453071e+001	-7.477685e-001	-8.869020e-001
3.276488376710158e-002	-7.218047e+002	-7.272511e+001	-7.297157e-001	-8.778018e-001
3.276498376710158e-002	-7.216797e+002	-7.271275e+001	-7.295921e-001	-8.777386e-001
3.277959805281629e-002	-7.033954e+002	-7.090496e+001	-7.115173e-001	-8.683483e-001
3.279421233853099e-002	-6.850911e+002	-6.909517e+001	-6.934225e-001	-8.586710e-001
3.280882662424570e-002	-6.667668e+002	-6.728340e+001	-6.753078e-001	-8.487068e-001
3.282344090996041e-002	-6.484226e+002	-6.546963e+001	-6.571730e-001	-8.384556e-001
3.283805519567511e-002	-6.300584e+002	-6.365388e+001	-6.390184e-001	-8.279174e-001
3.285266948138982e-002	-6.116742e+002	-6.183614e+001	-6.208437e-001	-8.170923e-001
3.286728376710452e-002	-5.932701e+002	-6.001641e+001	-6.026492e-001	-8.059802e-001
3.286738376710453e-002	-5.931441e+002	-6.000396e+001	-6.025246e-001	-8.059032e-001
3.288199805281923e-002	-5.747218e+002	-5.818242e+001	-5.843118e-001	-7.945032e-001
3.289661233853394e-002	-5.562835e+002	-5.635928e+001	-5.660830e-001	-7.828187e-001
3.291122662424864e-002	-5.378292e+002	-5.453454e+001	-5.478380e-001	-7.708496e-001
3.292584090996335e-002	-5.193588e+002	-5.270820e+001	-5.295770e-001	-7.585960e-001
3.294045519567806e-002	-5.008724e+002	-5.088025e+001	-5.112999e-001	-7.460579e-001
3.295506948139276e-002	-4.823699e+002	-4.905071e+001	-4.930066e-001	-7.332352e-001
3.296968376710747e-002	-4.638514e+002	-4.721956e+001	-4.746973e-001	-7.201280e-001
3.296978376710747e-002	-4.637246e+002	-4.720703e+001	-4.745720e-001	-7.200373e-001
3.298439805282218e-002	-4.451919e+002	-4.537446e+001	-4.562484e-001	-7.066449e-001
3.299901233853688e-002	-4.266472e+002	-4.354069e+001	-4.379127e-001	-6.929707e-001
3.301362662425159e-002	-4.080902e+002	-4.170570e+001	-4.195647e-001	-6.790149e-001
3.302824090996630e-002	-3.895212e+002	-3.986949e+001	-4.012045e-001	-6.647773e-001
3.304285519568100e-002	-3.709401e+002	-3.803208e+001	-3.828322e-001	-6.502581e-001
3.305746948139571e-002	-3.523469e+002	-3.619345e+001	-3.644476e-001	-6.354571e-001
3.307208376711041e-002	-3.337415e+002	-3.435361e+001	-3.460509e-001	-6.203745e-001
3.307218376711042e-002	-3.336142e+002	-3.434103e+001	-3.459250e-001	-6.202703e-001
3.308679805282512e-002	-3.149987e+002	-3.250016e+001	-3.275179e-001	-6.049055e-001
3.310141233853983e-002	-2.963750e+002	-3.065848e+001	-3.091025e-001	-5.892623e-001
3.311602662425453e-002	-2.777432e+002	-2.881598e+001	-2.906789e-001	-5.733406e-001
3.313064090996924e-002	-2.591032e+002	-2.697265e+001	-2.722470e-001	-5.571405e-001
3.314525519568395e-002	-2.404551e+002	-2.512851e+001	-2.538068e-001	-5.406620e-001
3.315986948139865e-002	-2.217988e+002	-2.328354e+001	-2.353583e-001	-5.239050e-001
3.317448376711336e-002	-2.031344e+002	-2.143776e+001	-2.169015e-001	-5.068696e-001
3.317458376711336e-002	-2.030067e+002	-2.142512e+001	-2.167752e-001	-5.067521e-001
3.318919805282806e-002	-1.843360e+002	-1.957871e+001	-1.983120e-001	-4.894380e-001
3.320381233854277e-002	-1.656612e+002	-1.773186e+001	-1.798445e-001	-4.718491e-001
3.321842662425747e-002	-1.469823e+002	-1.588459e+001	-1.613727e-001	-4.539856e-001
3.323304090997219e-002	-1.282991e+002	-1.403689e+001	-1.428964e-001	-4.358472e-001
3.324765519568689e-002	-1.096118e+002	-1.218876e+001	-1.244159e-001	-4.174341e-001
3.326226948140160e-002	-9.092025e+001	-1.034021e+001	-1.059309e-001	-3.987463e-001
3.327688376711630e-002	-7.222456e+001	-8.491220e+000	-8.744162e-002	-3.797837e-001
3.327698376711630e-002	-7.209663e+001	-8.478569e+000	-8.731511e-002	-3.796530e-001
3.328514090997368e-002	-6.166094e+001	-7.446484e+000	-7.699454e-002	-3.689496e-001
3.329329805283106e-002	-5.122493e+001	-6.414361e+000	-6.667356e-002	-3.581616e-001
3.330145519568844e-002	-4.078857e+001	-5.382200e+000	-5.635217e-002	-3.472890e-001
3.330961233854581e-002	-3.035188e+001	-4.350001e+000	-4.603039e-002	-3.363317e-001
3.331776948140319e-002	-1.991485e+001	-3.317765e+000	-3.570820e-002	-3.252899e-001
3.332592662426057e-002	-9.477485e+000	-2.285490e+000	-2.538560e-002	-3.141634e-001
3.333408376711795e-002	9.602171e-001	-1.253177e+000	-1.506260e-002	-3.029523e-001
3.333752662426090e-002	5.365539e+000	-8.174790e-001	-1.070567e-002	-2.981953e-001
3.334096948140386e-002	9.770833e+000	-3.817830e-001	-6.348755e-003	-2.934233e-001
3.334441233854681e-002	1.417610e+001	5.391116e-002	-1.991853e-003	-2.886363e-001
3.334785519568977e-002	1.858134e+001	4.896034e-001	2.365034e-003	-2.838343e-001
3.335129805283273e-002	2.298655e+001	9.252937e-001	6.721907e-003	-2.790174e-001
3.335474090997569e-002	2.739173e+001	1.360982e+000	1.107876e-002	-2.741855e-001
3.335818376711864e-002	3.179689e+001	1.796669e+000	1.543561e-002	-2.693385e-001
3.337938376711925e-002	5.892084e+001	4.479348e+000	4.226236e-002	-2.391638e-001
3.339399805283395e-002	7.761815e+001	6.328614e+000	6.075508e-002	-2.180320e-001
3.340861233854866e-002	9.631169e+001	8.177521e+000	7.924429e-002	-1.966340e-001
3.342322662426336e-002	1.150015e+002	1.002607e+001	9.773000e-002	-1.749699e-001
3.343784090997808e-002	1.336874e+002	1.187426e+001	1.162122e-001	-1.530396e-001
3.345245519569278e-002	1.523697e+002	1.372209e+001	1.346909e-001	-1.308431e-001
3.346706948140749e-002	1.710481e+002	1.556957e+001	1.531661e-001	-1.083804e-001
3.348168376712219e-002	1.897228e+002	1.741668e+001	1.716378e-001	-8.565159e-002
3.348178376712219e-002	1.898505e+002	1.742932e+001	1.717642e-001	-8.549517e-002
3.348972662426528e-002	1.999972e+002	1.843294e+001	1.818007e-001	-7.303101e-002
3.349766948140837e-002	2.101420e+002	1.943637e+001	1.918353e-001	-6.048933e-002
3.350561233855145e-002	2.202846e+002	2.043960e+001	2.018680e-001	-4.787013e-002
3.351355519569454e-002	2.304253e+002	2.144263e+001	2.118987e-001	-3.517341e-002
3.352149805283762e-002	2.405639e+002	2.244547e+001	2.219275e-001	-2.239916e-002
3.352944090998071e-002	2.507006e+002	2.344812e+001	2.319544e-001	-9.547395e-003
3.353738376712379e-002	2.608352e+002	2.445057e+001	2.419793e-001	3.381896e-003
3.354405519569541e-002	2.693457e+002	2.529237e+001	2.503978e-001	1.430110e-002
3.355072662426703e-002	2.778543e+002	2.613400e+001	2.588145e-001	2.527447e-002
3.355739805283865e-002	2.863611e+002	2.697545e+001	2.672294e-001	3.630199e-002
3.356406948141028e-002	2.948661e+002	2.781672e+001	2.756425e-001	4.738368e-002
3.357074090998190e-002	3.033692e+002	2.865781e+001	2.840539e-001	5.851953e-002
3.357741233855351e-002	3.118705e+002	2.949872e+001	2.924635e-001	6.970954e-002
3.358408376712514e-002	3.203699e+002	3.033945e+001	3.008713e-001	8.095371e-002
3.358418376712514e-002	3.204973e+002	3.035205e+001	3.009973e-001	8.112266e-002
3.359879805283984e-002	3.391099e+002	3.219315e+001	3.194094e-001	1.059455e-001
3.361341233855455e-002	3.577108e+002	3.403310e+001	3.378102e-001	1.310244e-001
3.362802662426925e-002	3.763000e+002	3.587192e+001	3.561996e-001	1.563593e-001
3.364264090998397e-002	3.948775e+002	3.770959e+001	3.745776e-001	1.819502e-001
3.365725519569867e-002	4.134432e+002	3.954611e+001	3.929444e-001	2.077971e-001
3.367186948141338e-002	4.319973e+002	4.138150e+001	4.112997e-001	2.339000e-001
3.368648376712808e-002	4.505397e+002	4.321574e+001	4.296438e-001	2.602589e-001
3.368658376712808e-002	4.506665e+002	4.322828e+001	4.297692e-001	2.604401e-001
3.370119805284279e-002	4.691951e+002	4.506118e+001	4.480998e-001	2.870541e-001
3.371581233855749e-002	4.877080e+002	4.689254e+001	4.664152e-001	3.139184e-001
3.373042662427220e-002	5.062053e+002	4.872237e+001	4.847153e-001	3.410331e-001
3.374504090998691e-002	5.246870e+002	5.055066e+001	5.030002e-001	3.683982e-001
3.375965519570161e-002	5.431530e+002	5.237743e+001	5.212698e-001	3.960136e-001
3.377426948141632e-002	5.616034e+002	5.420266e+001	5.395242e-001	4.238793e-001
3.378888376713102e-002	5.800381e+002	5.602636e+001	5.577633e-001	4.519954e-001
3.378898376713103e-002	5.801642e+002	5.603883e+001	5.578880e-001	4.521886e-001
3.380359805284573e-002	5.985812e+002	5.786079e+001	5.761099e-001	4.805539e-001
3.381821233856044e-002	6.169786e+002	5.968083e+001	5.943126e-001	5.091636e-001
3.383282662427514e-002	6.353565e+002	6.149895e+001	6.124961e-001	5.380175e-001
3.384744090998985e-002	6.537148e+002	6.331515e+001	6.306605e-001	5.671157e-001
3.386205519570456e-002	6.720535e+002	6.512943e+001	6.488058e-001	5.964583e-001
3.387666948141926e-002	6.903727e+002	6.694179e+001	6.669320e-001	6.260452e-001
3.389128376713397e-002	7.086722e+002	6.875223e+001	6.850390e-001	6.558763e-001
3.389138376713397e-002	7.087974e+002	6.876461e+001	6.851628e-001	6.560813e-001
3.389719805284842e-002	7.160714e+002	6.948426e+001	6.923604e-001	6.680167e-001
3.390301233856288e-002	7.233419e+002	7.020355e+001	6.995545e-001	6.799900e-001
3.390882662427733e-002	7.306088e+002	7.092251e+001	7.067451e-001	6.920013e-001
3.391464090999179e-002	7.378722e+002	7.164111e+001	7.139323e-001	7.040506e-001
3.392045519570624e-002	7.451322e+002	7.235937e+001	7.211160e-001	7.161378e-001
3.392626948142069e-002	7.523885e+002	7.307729e+001	7.282963e-001	7.282630e-001
3.393208376713514e-002	7.596414e+002	7.379485e+001	7.354731e-001	7.404262e-001
3.394088376713540e-002	7.706119e+002	7.488023e+001	7.463287e-001	7.589074e-001
3.394968376713565e-002	7.815736e+002	7.596475e+001	7.571756e-001	7.774745e-001
3.395848376713590e-002	7.925265e+002	7.704840e+001	7.680140e-001	7.961273e-001
3.396728376713615e-002	8.034707e+002	7.813119e+001	7.788437e-001	8.148659e-001
3.397608376713641e-002	8.144060e+002	7.921312e+001	7.896649e-001	8.336904e-001
3.398488376713666e-002	8.253326e+002	8.029418e+001	8.004774e-001	8.526006e-001
3.399368376713691e-002	8.362504e+002	8.137438e+001	8.112813e-001	8.715966e-001
3.399378376713692e-002	8.363745e+002	8.138665e+001	8.114040e-001	8.718129e-001
3.400839805285162e-002	8.544861e+002	8.317862e+001	8.293270e-001	9.035509e-001
3.402301233856633e-002	8.725704e+002	8.496790e+001	8.472231e-001	9.355201e-001
3.403762662428103e-002	8.906275e+002	8.675449e+001	8.650925e-001	9.677204e-001
3.405224090999574e-002	9.086572e+002	8.853840e+001	8.829351e-001	1.000152e+000
3.406685519571045e-002	9.266596e+002	9.031962e+001	9.007508e-001	1.032815e+000
3.408146948142515e-002	9.446347e+002	9.209816e+001	9.185398e-001	1.065708e+000
3.409608376713986e-002	9.625825e+002	9.387401e+001	9.363021e-001	1.098833e+000
3.409618376713986e-002	9.627052e+002	9.388615e+001	9.364235e-001	1.099061e+000
3.411079805285457e-002	9.806236e+002	9.565910e+001	9.541568e-001	1.132415e+000
3.412541233856927e-002	9.985108e+002	9.742900e+001	9.718596e-001	1.165994e+000
3.414002662428398e-002	1.016367e+003	9.919582e+001	9.895318e-001	1.199796e+000
3.415464090999869e-002	1.034192e+003	1.009596e+002	1.007173e+000	1.233823e+000
3.416925519571339e-002	1.051986e+003	1.027203e+002	1.024784e+000	1.268073e+000
3.418386948142810e-002	1.069749e+003	1.044779e+002	1.042365e+000	1.302548e+000
3.419848376714280e-002	1.087480e+003	1.062325e+002	1.059915e+000	1.337247e+000
3.419858376714281e-002	1.087601e+003	1.062445e+002	1.060035e+000	1.337485e+000
3.421319805285751e-002	1.105300e+003	1.079958e+002	1.077552e+000	1.372406e+000
3.422781233857222e-002	1.122963e+003	1.097436e+002	1.095035e+000	1.407543e+000
3.424242662428692e-002	1.140592e+003	1.114881e+002	1.112484e+000	1.442897e+000
3.425704091000163e-002	1.158186e+003	1.132291e+002	1.129898e+000	1.478468e+000
3.427165519571634e-002	1.175745e+003	1.149666e+002	1.147278e+000	1.514256e+000
3.428626948143104e-002	1.193268e+003	1.167007e+002	1.164624e+000	1.550260e+000
3.430088376714575e-002	1.210758e+003	1.184314e+002	1.181936e+000	1.586480e+000
3.430098376714575e-002	1.210877e+003	1.184432e+002	1.182054e+000	1.586729e+000
3.431559805286046e-002	1.228329e+003	1.201703e+002	1.199329e+000	1.623164e+000
3.433021233857516e-002	1.245743e+003	1.218935e+002	1.216566e+000	1.659808e+000
3.434482662428987e-002	1.263117e+003	1.236129e+002	1.233766e+000	1.696661e+000
3.435944091000458e-002	1.280454e+003	1.253285e+002	1.250927e+000	1.733723e+000
3.437405519571928e-002	1.297751e+003	1.270404e+002	1.268050e+000	1.770993e+000
3.438866948143399e-002	1.315010e+003	1.287484e+002	1.285135e+000	1.808473e+000
3.440328376714869e-002	1.332231e+003	1.304526e+002	1.302183e+000	1.846161e+000
3.440338376714869e-002	1.332349e+003	1.304642e+002	1.302299e+000	1.846420e+000
3.450578376715164e-002	1.451835e+003	1.422895e+002	1.420591e+000	2.116170e+000
3.460818376715458e-002	1.569157e+003	1.539016e+002	1.536753e+000	2.395575e+000
3.471058376715753e-002	1.684142e+003	1.652830e+002	1.650613e+000	2.684218e+000
3.481298376716047e-002	1.796617e+003	1.764169e+002	1.762001e+000	2.981668e+000
3.491538376716342e-002	1.906415e+003	1.872866e+002	1.870750e+000	3.287480e+000
3.501778376716636e-002	2.013372e+003	1.978760e+002	1.976699e+000	3.601196e+000
3.512018376716931e-002	2.117329e+003	2.081693e+002	2.079690e+000	3.922349e+000
3.522258376717225e-002	2.218132e+003	2.181511e+002	2.179570e+000	4.250459e+000
3.532498376717520e-002	2.315629e+003	2.278066e+002	2.276189e+000	4.585034e+000
3.542738376717814e-002	2.409675e+003	2.371214e+002	2.369404e+000	4.925577e+000
3.552978376718109e-002	2.500131e+003	2.460816e+002	2.459075e+000	5.271576e+000
3.563218376718403e-002	2.586862e+003	2.546738e+002	2.545069e+000	5.622517e+000
3.573458376718697e-002	2.669738e+003	2.628853e+002	2.627259e+000	5.977873e+000
3.583698376718992e-002	2.748635e+003	2.707037e+002	2.705521e+000	6.337116e+000
3.593938376719286e-002	2.823438e+003	2.781176e+002	2.779739e+000	6.699708e+000
3.604178376719581e-002	2.894033e+003	2.851158e+002	2.849802e+000	7.065107e+000
3.614418376719875e-002	2.960315e+003	2.916878e+002	2.915606e+000	7.432769e+000
3.624658376720170e-002	3.022187e+003	2.978240e+002	2.977053e+000	7.802143e+000
3.634898376720464e-002	3.079555e+003	3.035151e+002	3.034051e+000	8.172677e+000
3.645138376720759e-002	3.132335e+003	3.087527e+002	3.086516e+000	8.543819e+000
3.655378376721053e-002	3.180447e+003	3.135289e+002	3.134369e+000	8.915015e+000
3.665618376721348e-002	3.223820e+003	3.178367e+002	3.177538e+000	9.285710e+000
3.675858376721642e-002	3.262390e+003	3.216696e+002	3.215961e+000	9.655350e+000
3.686098376721936e-002	3.296098e+003	3.250220e+002	3.249578e+000	1.002338e+001
3.696338376722231e-002	3.324894e+003	3.278888e+002	3.278341e+000	1.038926e+001
3.706578376722525e-002	3.348737e+003	3.302657e+002	3.302206e+000	1.075243e+001
3.716818376722820e-002	3.367589e+003	3.321493e+002	3.321138e+000	1.111236e+001
3.727058376723114e-002	3.381424e+003	3.335366e+002	3.335109e+000	1.146850e+001
3.737298376723409e-002	3.390220e+003	3.344257e+002	3.344097e+000	1.182033e+001
3.747538376723703e-002	3.393964e+003	3.348152e+002	3.348089e+000	1.216732e+001
3.757778376723998e-002	3.392651e+003	3.347046e+002	3.347080e+000	1.250895e+001
3.768018376724292e-002	3.386282e+003	3.340939e+002	3.341072e+000	1.284471e+001
3.778258376724587e-002	3.374868e+003	3.329841e+002	3.330072e+000	1.317410e+001
3.788498376724881e-002	3.358426e+003	3.313770e+002	3.314097e+000	1.349662e+001
3.798738376725176e-002	3.336978e+003	3.292747e+002	3.293171e+000	1.381180e+001
3.808978376725470e-002	3.310559e+003	3.266806e+002	3.267326e+000	1.411917e+001
3.819218376725764e-002	3.279206e+003	3.235984e+002	3.236599e+000	1.441826e+001
3.829458376726059e-002	3.242967e+003	3.200328e+002	3.201037e+000	1.470863e+001
3.839698376726353e-002	3.201896e+003	3.159890e+002	3.160693e+000	1.498984e+001
3.849938376726648e-002	3.156054e+003	3.114731e+002	3.115626e+000	1.526147e+001
3.860178376726942e-002	3.105509e+003	3.064919e+002	3.065904e+000	1.552313e+001
3.870418376727237e-002	3.050336e+003	3.010526e+002	3.011601e+000	1.577441e+001
3.880658376727531e-002	2.990619e+003	2.951635e+002	2.952798e+000	1.601493e+001
3.890898376727826e-002	2.926445e+003	2.888334e+002	2.889582e+000	1.624436e+001
3.901138376728120e-002	2.857911e+003	2.820716e+002	2.822048e+000	1.646232e+001
3.911378376728415e-002	2.785118e+003	2.748882e+002	2.750296e+000	1.666851e+001
3.921618376728709e-002	2.708175e+003	2.672939e+002	2.674434e+000	1.686262e+001
3.931858376729003e-002	2.627196e+003	2.593001e+002	2.594573e+000	1.704434e+001
3.942098376729298e-002	2.542303e+003	2.509187e+002	2.510835e+000	1.721342e+001
3.952338376729592e-002	2.453622e+003	2.421621e+002	2.423342e+000	1.736959e+001
3.962578376729887e-002	2.361284e+003	2.330434e+002	2.332225e+000	1.751263e+001
3.972818376730181e-002	2.265428e+003	2.235762e+002	2.237621e+000	1.764231e+001
3.983058376730476e-002	2.166197e+003	2.137746e+002	2.139669e+000	1.775846e+001
3.993298376730770e-002	2.063737e+003	2.036532e+002	2.038517e+000	1.786088e+001
4.003538376731065e-002	1.958203e+003	1.932270e+002	1.934315e+000	1.794942e+001
4.013778376731359e-002	1.849751e+003	1.825117e+002	1.827218e+000	1.802396e+001
4.024018376731654e-002	1.738542e+003	1.715232e+002	1.717385e+000	1.808438e+001
4.034258376731948e-002	1.624743e+003	1.602778e+002	1.604981e+000	1.813059e+001
4.044498376732243e-002	1.508523e+003	1.487923e+002	1.490173e+000	1.816252e+001
4.054738376732537e-002	1.390055e+003	1.370838e+002	1.373131e+000	1.818012e+001
4.064978376732831e-002	1.269515e+003	1.251699e+002	1.254031e+000	1.818336e+001
