0.000000000000000000e+00,1.666300673487422301e+01,-5.871925721082776883e-02,4.893277957657772959e+00,1.687452254294257185e-03
6.510416666666666576e-05,6.862325717307486173e+01,-2.584781651455157481e-01,4.757546160444317884e+00,6.410135612671781502e-02
1.302083333333333315e-04,1.876534839201336808e+02,6.393657628498523871e-02,1.446604025461242138e+01,1.030781893998385518e-01
1.953125000000000108e-04,2.936583292775449650e+02,2.052655568969992128e-01,2.072026322358858508e+01,2.890204825370142894e-01
2.604166666666666631e-04,2.899814482253373740e+02,4.970754274194373323e-01,2.528805950847938178e+01,3.482052479242462861e-01
3.255208333333333153e-04,4.452208974374501622e+02,9.510742886039130761e-02,4.336522219410647239e+01,3.989604920719390657e-01
3.906250000000000217e-04,5.634395018441915681e+02,9.180470651695140649e-01,4.826214612810544224e+01,4.866060850311211272e-01
4.557291666666666739e-04,6.019630841342080885e+02,9.408870732612313326e-01,5.548077963887686792e+01,5.623883315905777724e-01
5.208333333333333261e-04,7.809491675950553145e+02,1.122025568073585555e+00,6.797636594796743736e+01,6.968920612590653318e-01
5.859374999999999783e-04,7.312706373990148450e+02,6.606191587236067697e-01,6.917672544354410036e+01,7.196791184803120744e-01
6.510416666666666305e-04,7.930747776303380761e+02,1.390144118414642582e+00,7.930075762722050570e+01,8.525895528049006744e-01
7.161458333333332827e-04,9.078964860937081767e+02,1.707969978826280766e+00,8.833298307969124608e+01,8.350639421422265674e-01
7.812500000000000434e-04,9.692546656595390004e+02,1.565078274778126222e+00,9.748641682751443227e+01,9.163135851483366068e-01
8.463541666666666956e-04,9.604092217142841719e+02,1.378233427218978902e+00,9.918539121445931528e+01,1.094287503281464513e+00
9.114583333333333478e-04,1.035342765633331965e+03,1.511106289340612419e+00,1.135194049085688732e+02,1.068935231608641567e+00
9.765625000000000000e-04,1.327745113747627784e+03,1.752102074868139514e+00,1.160009039784526408e+02,1.120911643823263582e+00
1.041666666666666652e-03,1.318883301321077170e+03,2.148463649335695003e+00,1.275387815302554486e+02,1.343034294952124563e+00
1.106770833333333304e-03,1.330529241409306906e+03,1.873799859907679721e+00,1.300886690728820554e+02,1.336226383921275573e+00
1.171874999999999957e-03,1.381251925706292013e+03,2.042613722158171274e+00,1.482984486362070129e+02,1.469376456874208037e+00
1.236979166666666609e-03,1.567219950455400976e+03,2.461632408995907628e+00,1.486839004495424774e+02,1.457920584793497509e+00
1.302083333333333261e-03,1.417420801958292714e+03,2.902196868207712832e+00,1.583586203884722750e+02,1.496938428584436265e+00
1.367187499999999913e-03,1.697897264674428015e+03,2.451807921032636006e+00,1.635564758263788860e+02,1.592975008713054308e+00
1.432291666666666565e-03,1.691694034011743270e+03,3.052769376056585493e+00,1.730164727534971689e+02,1.726700935063569364e+00
1.497395833333333218e-03,1.750532510802982415e+03,3.369808572791428869e+00,1.845071348448636854e+02,1.725301455966365083e+00
1.562500000000000087e-03,1.933126133281502234e+03,3.347411144323453325e+00,1.856334730441480190e+02,1.877443510321163966e+00
1.627604166666666739e-03,1.894028097485624357e+03,3.620855288287244456e+00,2.033113070983019384e+02,1.945349273365478249e+00
1.692708333333333391e-03,2.061733370609164467e+03,4.020798116512434461e+00,1.914014459518001843e+02,1.967038907722955088e+00
1.757812500000000043e-03,2.143919562762299392e+03,4.534654603973845788e+00,2.030714510516342273e+02,2.007504280988821499e+00
1.822916666666666696e-03,2.174936962370996298e+03,4.517449401336981474e+00,2.122956907267784743e+02,2.114391670904468779e+00
1.888020833333333348e-03,2.134516625827378448e+03,4.601474265918388262e+00,2.178002295388950245e+02,2.203482415815244622e+00
1.953125000000000000e-03,2.344858455770649016e+03,4.749416523987532557e+00,2.245441821104205644e+02,2.228871302250690967e+00
2.018229166666666435e-03,2.348642746142475062e+03,4.926102121571991788e+00,2.245370475860308943e+02,2.266825010935958673e+00
2.083333333333333304e-03,2.410731600130409788e+03,5.568088893981037124e+00,2.392256052496784662e+02,2.482335702917324749e+00
2.148437500000000173e-03,2.428987288357062425e+03,6.022054650999183245e+00,2.344032252123635089e+02,2.319477472021953535e+00
2.213541666666666609e-03,2.513617602643495047e+03,5.408019784901285654e+00,2.416746569069445059e+02,2.500259013059558555e+00
2.278645833333333478e-03,2.579185316701777538e+03,5.956393979788115800e+00,2.507371430563010506e+02,2.449475756758134448e+00
2.343749999999999913e-03,2.634932428833991253e+03,6.180786373637487507e+00,2.534579004581284778e+02,2.552128069641456776e+00
2.408854166666666782e-03,2.679068589872915709e+03,6.552003981523426113e+00,2.633749157956203817e+02,2.669163076578456195e+00
2.473958333333333218e-03,2.648521884425568260e+03,6.577387918222937557e+00,2.611282774700247842e+02,2.674588791483454298e+00
2.539062500000000087e-03,2.722067352609099089e+03,6.788155450487062481e+00,2.818397611689233031e+02,2.695516883902916216e+00
2.604166666666666522e-03,2.824453194891078965e+03,6.895452922353308978e+00,2.685312421870673347e+02,2.713333831386757655e+00
2.669270833333333391e-03,2.866999138405809390e+03,7.250646171454589783e+00,2.784336719505105862e+02,2.766159463198342827e+00
2.734374999999999827e-03,2.976292799796682630e+03,7.552610781793146266e+00,2.826922143208758484e+02,2.865562676035791512e+00
2.799479166666666696e-03,2.961233540702161918e+03,7.562829121835280333e+00,2.919255749579485837e+02,2.863834509010976248e+00
2.864583333333333131e-03,3.010555539583696827e+03,8.020957414643142158e+00,3.030646583607257867e+02,2.850128300838384199e+00
2.929687500000000000e-03,2.995206141151882548e+03,7.998577379481198513e+00,3.004130362364365965e+02,2.864764481482918512e+00
2.994791666666666435e-03,3.134373944941877198e+03,8.303462244758234689e+00,3.024870975119899867e+02,2.991392977811490272e+00
