v1	V(n002)*I(V1)	I(V1)
1.235000000000025e-001	9.360745e-002	7.579551e-001
1.236000000000025e-001	9.368300e-002	7.579531e-001
1.237000000000025e-001	9.375856e-002	7.579512e-001
1.238000000000025e-001	9.383412e-002	7.579492e-001
1.239000000000025e-001	9.390967e-002	7.579473e-001
1.240000000000025e-001	9.398523e-002	7.579454e-001
1.241000000000025e-001	9.406078e-002	7.579435e-001
1.242000000000025e-001	9.413634e-002	7.579415e-001
1.243000000000025e-001	9.421189e-002	7.579396e-001
1.244000000000025e-001	9.428744e-002	7.579377e-001
1.245000000000025e-001	9.436299e-002	7.579357e-001
1.246000000000025e-001	9.443855e-002	7.579338e-001
1.247000000000025e-001	9.451411e-002	7.579319e-001
1.248000000000026e-001	9.458965e-002	7.579299e-001
1.249000000000026e-001	9.466521e-002	7.579280e-001
1.250000000000026e-001	9.474076e-002	7.579260e-001
1.251000000000025e-001	9.481631e-002	7.579241e-001
1.252000000000025e-001	9.489186e-002	7.579222e-001
1.253000000000025e-001	9.496741e-002	7.579203e-001
1.254000000000025e-001	9.504296e-002	7.579183e-001
1.255000000000025e-001	9.511850e-002	7.579164e-001
1.256000000000025e-001	9.519406e-002	7.579145e-001
1.257000000000025e-001	9.526960e-002	7.579125e-001
1.258000000000025e-001	9.534515e-002	7.579106e-001
1.259000000000025e-001	9.542070e-002	7.579086e-001
1.260000000000024e-001	9.549625e-002	7.579067e-001
1.261000000000024e-001	9.557179e-002	7.579048e-001
1.262000000000024e-001	9.564735e-002	7.579029e-001
1.263000000000024e-001	9.572289e-002	7.579009e-001
1.264000000000024e-001	9.579843e-002	7.578990e-001
1.265000000000024e-001	9.587397e-002	7.578970e-001
1.266000000000024e-001	9.594952e-002	7.578951e-001
1.267000000000024e-001	9.602507e-002	7.578932e-001
1.268000000000024e-001	9.610061e-002	7.578912e-001
1.269000000000023e-001	9.617616e-002	7.578893e-001
1.270000000000023e-001	9.625170e-002	7.578874e-001
1.271000000000023e-001	9.632725e-002	7.578855e-001
1.272000000000023e-001	9.640279e-002	7.578835e-001
1.273000000000023e-001	9.647832e-002	7.578816e-001
1.274000000000023e-001	9.655386e-002	7.578796e-001
1.275000000000023e-001	9.662941e-002	7.578777e-001
1.276000000000023e-001	9.670494e-002	7.578757e-001
1.277000000000023e-001	9.678049e-002	7.578738e-001
1.278000000000023e-001	9.685603e-002	7.578719e-001
1.279000000000022e-001	9.693157e-002	7.578700e-001
1.280000000000022e-001	9.700711e-002	7.578680e-001
1.281000000000022e-001	9.708264e-002	7.578661e-001
1.282000000000022e-001	9.715818e-002	7.578641e-001
1.283000000000022e-001	9.723372e-002	7.578622e-001
1.284000000000022e-001	9.730925e-002	7.578602e-001
1.285000000000022e-001	9.738480e-002	7.578583e-001
1.286000000000022e-001	9.746033e-002	7.578564e-001
1.287000000000022e-001	9.753587e-002	7.578545e-001
1.288000000000021e-001	9.761140e-002	7.578525e-001
1.289000000000021e-001	9.768695e-002	7.578506e-001
1.290000000000021e-001	9.776247e-002	7.578486e-001
1.291000000000021e-001	9.783801e-002	7.578467e-001
1.292000000000021e-001	9.791354e-002	7.578447e-001
1.293000000000021e-001	9.798908e-002	7.578428e-001
1.294000000000021e-001	9.806461e-002	7.578409e-001
1.295000000000021e-001	9.814015e-002	7.578390e-001
1.296000000000021e-001	9.821568e-002	7.578370e-001
1.297000000000020e-001	9.829122e-002	7.578351e-001
1.298000000000020e-001	9.836674e-002	7.578331e-001
1.299000000000020e-001	9.844227e-002	7.578312e-001
1.300000000000020e-001	9.851780e-002	7.578292e-001
1.301000000000020e-001	9.859333e-002	7.578273e-001
1.302000000000020e-001	9.866886e-002	7.578254e-001
1.303000000000020e-001	9.874440e-002	7.578235e-001
1.304000000000020e-001	9.881993e-002	7.578215e-001
1.305000000000020e-001	9.889546e-002	7.578196e-001
1.306000000000019e-001	9.897099e-002	7.578176e-001
1.307000000000019e-001	9.904652e-002	7.578157e-001
1.308000000000019e-001	9.912203e-002	7.578138e-001
1.309000000000019e-001	9.919757e-002	7.578118e-001
1.310000000000019e-001	9.927309e-002	7.578099e-001
1.311000000000019e-001	9.934862e-002	7.578080e-001
1.312000000000019e-001	9.942415e-002	7.578060e-001
1.313000000000019e-001	9.949968e-002	7.578041e-001
1.314000000000019e-001	9.957520e-002	7.578021e-001
1.315000000000018e-001	9.965073e-002	7.578002e-001
1.316000000000018e-001	9.972626e-002	7.577983e-001
1.317000000000018e-001	9.980177e-002	7.577963e-001
1.318000000000018e-001	9.987730e-002	7.577944e-001
1.319000000000018e-001	9.995282e-002	7.577924e-001
1.320000000000018e-001	1.000283e-001	7.577905e-001
1.321000000000018e-001	1.001039e-001	7.577885e-001
1.322000000000018e-001	1.001794e-001	7.577866e-001
1.323000000000018e-001	1.002549e-001	7.577847e-001
1.324000000000017e-001	1.003304e-001	7.577828e-001
1.325000000000017e-001	1.004059e-001	7.577808e-001
1.326000000000017e-001	1.004815e-001	7.577788e-001
1.327000000000017e-001	1.005570e-001	7.577769e-001
1.328000000000017e-001	1.006325e-001	7.577749e-001
1.329000000000017e-001	1.007080e-001	7.577730e-001
1.330000000000017e-001	1.007836e-001	7.577711e-001
1.331000000000017e-001	1.008591e-001	7.577692e-001
1.332000000000017e-001	1.009346e-001	7.577672e-001
1.333000000000016e-001	1.010101e-001	7.577652e-001
1.334000000000016e-001	1.010856e-001	7.577633e-001
1.335000000000016e-001	1.011611e-001	7.577614e-001
1.336000000000016e-001	1.012367e-001	7.577595e-001
1.337000000000016e-001	1.013122e-001	7.577575e-001
1.338000000000016e-001	1.013877e-001	7.577556e-001
1.339000000000016e-001	1.014632e-001	7.577536e-001
1.340000000000016e-001	1.015387e-001	7.577516e-001
1.341000000000016e-001	1.016142e-001	7.577497e-001
1.342000000000015e-001	1.016898e-001	7.577478e-001
1.343000000000015e-001	1.017653e-001	7.577459e-001
1.344000000000015e-001	1.018408e-001	7.577439e-001
1.345000000000015e-001	1.019163e-001	7.577420e-001
1.346000000000015e-001	1.019918e-001	7.577400e-001
1.347000000000015e-001	1.020673e-001	7.577381e-001
1.348000000000015e-001	1.021428e-001	7.577361e-001
1.349000000000015e-001	1.022183e-001	7.577342e-001
1.350000000000015e-001	1.022939e-001	7.577323e-001
1.351000000000014e-001	1.023694e-001	7.577303e-001
1.352000000000014e-001	1.024449e-001	7.577283e-001
1.353000000000014e-001	1.025204e-001	7.577264e-001
1.354000000000014e-001	1.025959e-001	7.577245e-001
1.355000000000014e-001	1.026714e-001	7.577226e-001
1.356000000000014e-001	1.027469e-001	7.577206e-001
1.357000000000014e-001	1.028224e-001	7.577186e-001
1.358000000000014e-001	1.028979e-001	7.577167e-001
1.359000000000014e-001	1.029734e-001	7.577147e-001
1.360000000000013e-001	1.030489e-001	7.577128e-001
1.361000000000013e-001	1.031244e-001	7.577109e-001
1.362000000000013e-001	1.032000e-001	7.577089e-001
1.363000000000013e-001	1.032755e-001	7.577070e-001
1.364000000000013e-001	1.033510e-001	7.577050e-001
1.365000000000013e-001	1.034265e-001	7.577031e-001
1.366000000000013e-001	1.035020e-001	7.577012e-001
1.367000000000013e-001	1.035775e-001	7.576992e-001
1.368000000000013e-001	1.036530e-001	7.576972e-001
1.369000000000012e-001	1.037285e-001	7.576953e-001
1.370000000000012e-001	1.038040e-001	7.576934e-001
1.371000000000012e-001	1.038795e-001	7.576914e-001
1.372000000000012e-001	1.039550e-001	7.576895e-001
1.373000000000012e-001	1.040305e-001	7.576875e-001
1.374000000000012e-001	1.041060e-001	7.576856e-001
1.375000000000012e-001	1.041815e-001	7.576836e-001
1.376000000000012e-001	1.042570e-001	7.576817e-001
1.377000000000012e-001	1.043325e-001	7.576798e-001
1.378000000000011e-001	1.044080e-001	7.576778e-001
1.379000000000011e-001	1.044835e-001	7.576758e-001
1.380000000000011e-001	1.045590e-001	7.576739e-001
1.381000000000011e-001	1.046345e-001	7.576720e-001
1.382000000000011e-001	1.047100e-001	7.576700e-001
1.383000000000011e-001	1.047855e-001	7.576681e-001
1.384000000000011e-001	1.048610e-001	7.576661e-001
1.385000000000011e-001	1.049365e-001	7.576641e-001
1.386000000000011e-001	1.050120e-001	7.576622e-001
1.387000000000010e-001	1.050875e-001	7.576603e-001
1.388000000000010e-001	1.051630e-001	7.576583e-001
1.389000000000010e-001	1.052385e-001	7.576564e-001
1.390000000000010e-001	1.053140e-001	7.576544e-001
1.391000000000010e-001	1.053895e-001	7.576525e-001
1.392000000000010e-001	1.054650e-001	7.576506e-001
1.393000000000010e-001	1.055405e-001	7.576486e-001
1.394000000000010e-001	1.056159e-001	7.576466e-001
1.395000000000010e-001	1.056914e-001	7.576447e-001
1.396000000000010e-001	1.057669e-001	7.576427e-001
1.397000000000009e-001	1.058424e-001	7.576408e-001
1.398000000000009e-001	1.059179e-001	7.576389e-001
1.399000000000009e-001	1.059934e-001	7.576369e-001
1.400000000000009e-001	1.060689e-001	7.576349e-001
1.401000000000009e-001	1.061444e-001	7.576330e-001
1.402000000000009e-001	1.062199e-001	7.576311e-001
1.403000000000009e-001	1.062954e-001	7.576291e-001
1.404000000000009e-001	1.063709e-001	7.576271e-001
1.405000000000009e-001	1.064463e-001	7.576252e-001
1.406000000000008e-001	1.065218e-001	7.576233e-001
1.407000000000008e-001	1.065973e-001	7.576213e-001
1.408000000000008e-001	1.066728e-001	7.576194e-001
1.409000000000008e-001	1.067483e-001	7.576174e-001
1.410000000000008e-001	1.068238e-001	7.576154e-001
1.411000000000008e-001	1.068993e-001	7.576135e-001
1.412000000000008e-001	1.069748e-001	7.576116e-001
1.413000000000008e-001	1.070502e-001	7.576096e-001
1.414000000000008e-001	1.071257e-001	7.576076e-001
1.415000000000007e-001	1.072012e-001	7.576057e-001
1.416000000000007e-001	1.072767e-001	7.576038e-001
1.417000000000007e-001	1.073522e-001	7.576018e-001
1.418000000000007e-001	1.074277e-001	7.575998e-001
1.419000000000007e-001	1.075031e-001	7.575979e-001
1.420000000000007e-001	1.075786e-001	7.575960e-001
1.421000000000007e-001	1.076541e-001	7.575940e-001
1.422000000000007e-001	1.077296e-001	7.575920e-001
1.423000000000007e-001	1.078051e-001	7.575901e-001
1.424000000000006e-001	1.078805e-001	7.575881e-001
1.425000000000006e-001	1.079560e-001	7.575862e-001
1.426000000000006e-001	1.080315e-001	7.575842e-001
1.427000000000006e-001	1.081070e-001	7.575823e-001
1.428000000000006e-001	1.081825e-001	7.575803e-001
1.429000000000006e-001	1.082580e-001	7.575784e-001
1.430000000000006e-001	1.083334e-001	7.575764e-001
1.431000000000006e-001	1.084089e-001	7.575745e-001
1.432000000000006e-001	1.084844e-001	7.575725e-001
1.433000000000005e-001	1.085599e-001	7.575706e-001
1.434000000000005e-001	1.086353e-001	7.575686e-001
1.435000000000005e-001	1.087108e-001	7.575667e-001
1.436000000000005e-001	1.087863e-001	7.575647e-001
1.437000000000005e-001	1.088618e-001	7.575628e-001
1.438000000000005e-001	1.089372e-001	7.575608e-001
1.439000000000005e-001	1.090127e-001	7.575589e-001
1.440000000000005e-001	1.090882e-001	7.575569e-001
1.441000000000005e-001	1.091637e-001	7.575549e-001
1.442000000000004e-001	1.092391e-001	7.575530e-001
1.443000000000004e-001	1.093146e-001	7.575510e-001
1.444000000000004e-001	1.093901e-001	7.575491e-001
1.445000000000004e-001	1.094656e-001	7.575471e-001
1.446000000000004e-001	1.095410e-001	7.575452e-001
1.447000000000004e-001	1.096165e-001	7.575432e-001
1.448000000000004e-001	1.096920e-001	7.575412e-001
1.449000000000004e-001	1.097674e-001	7.575393e-001
1.450000000000004e-001	1.098429e-001	7.575374e-001
1.451000000000003e-001	1.099184e-001	7.575354e-001
1.452000000000003e-001	1.099939e-001	7.575334e-001
1.453000000000003e-001	1.100693e-001	7.575315e-001
1.454000000000003e-001	1.101448e-001	7.575296e-001
1.455000000000003e-001	1.102203e-001	7.575276e-001
1.456000000000003e-001	1.102957e-001	7.575256e-001
1.457000000000003e-001	1.103712e-001	7.575237e-001
1.458000000000003e-001	1.104467e-001	7.575217e-001
1.459000000000003e-001	1.105221e-001	7.575197e-001
1.460000000000002e-001	1.105976e-001	7.575178e-001
1.461000000000002e-001	1.106731e-001	7.575158e-001
1.462000000000002e-001	1.107485e-001	7.575139e-001
1.463000000000002e-001	1.108240e-001	7.575119e-001
1.464000000000002e-001	1.108995e-001	7.575099e-001
1.465000000000002e-001	1.109749e-001	7.575080e-001
1.466000000000002e-001	1.110504e-001	7.575061e-001
1.467000000000002e-001	1.111258e-001	7.575041e-001
1.468000000000002e-001	1.112013e-001	7.575021e-001
1.469000000000001e-001	1.112768e-001	7.575002e-001
1.470000000000001e-001	1.113522e-001	7.574982e-001
1.471000000000001e-001	1.114277e-001	7.574962e-001
1.472000000000001e-001	1.115032e-001	7.574943e-001
1.473000000000001e-001	1.115786e-001	7.574924e-001
1.474000000000001e-001	1.116541e-001	7.574904e-001
1.475000000000001e-001	1.117295e-001	7.574884e-001
1.476000000000001e-001	1.118050e-001	7.574865e-001
1.477000000000001e-001	1.118805e-001	7.574845e-001
1.478000000000000e-001	1.119559e-001	7.574825e-001
1.479000000000000e-001	1.120314e-001	7.574806e-001
1.480000000000000e-001	1.121068e-001	7.574787e-001
1.481000000000000e-001	1.121823e-001	7.574767e-001
1.482000000000000e-001	1.122578e-001	7.574747e-001
1.483000000000000e-001	1.123332e-001	7.574728e-001
1.484000000000000e-001	1.124087e-001	7.574708e-001
1.485000000000000e-001	1.124841e-001	7.574688e-001
1.486000000000000e-001	1.125596e-001	7.574669e-001
1.486999999999999e-001	1.126350e-001	7.574649e-001
1.487999999999999e-001	1.127105e-001	7.574629e-001
1.488999999999999e-001	1.127859e-001	7.574610e-001
1.489999999999999e-001	1.128614e-001	7.574590e-001
1.490999999999999e-001	1.129369e-001	7.574571e-001
1.491999999999999e-001	1.130123e-001	7.574551e-001
1.492999999999999e-001	1.130877e-001	7.574531e-001
1.493999999999999e-001	1.131632e-001	7.574512e-001
1.494999999999999e-001	1.132387e-001	7.574492e-001
1.495999999999998e-001	1.133141e-001	7.574472e-001
1.496999999999998e-001	1.133896e-001	7.574453e-001
1.497999999999998e-001	1.134650e-001	7.574433e-001
1.498999999999998e-001	1.135405e-001	7.574413e-001
1.499999999999998e-001	1.136159e-001	7.574394e-001
1.500999999999998e-001	1.136913e-001	7.574374e-001
1.501999999999998e-001	1.137668e-001	7.574355e-001
1.502999999999998e-001	1.138423e-001	7.574335e-001
1.503999999999998e-001	1.139177e-001	7.574316e-001
1.504999999999998e-001	1.139932e-001	7.574296e-001
1.505999999999997e-001	1.140686e-001	7.574276e-001
1.506999999999997e-001	1.141441e-001	7.574257e-001
1.507999999999997e-001	1.142195e-001	7.574237e-001
1.508999999999997e-001	1.142949e-001	7.574217e-001
1.509999999999997e-001	1.143704e-001	7.574198e-001
1.510999999999997e-001	1.144458e-001	7.574178e-001
1.511999999999997e-001	1.145213e-001	7.574158e-001
1.512999999999997e-001	1.145967e-001	7.574139e-001
1.513999999999997e-001	1.146722e-001	7.574119e-001
1.514999999999996e-001	1.147476e-001	7.574099e-001
1.515999999999996e-001	1.148230e-001	7.574080e-001
1.516999999999996e-001	1.148985e-001	7.574060e-001
1.517999999999996e-001	1.149739e-001	7.574040e-001
1.518999999999996e-001	1.150494e-001	7.574021e-001
1.519999999999996e-001	1.151248e-001	7.574001e-001
1.520999999999996e-001	1.152003e-001	7.573981e-001
1.521999999999996e-001	1.152757e-001	7.573962e-001
1.522999999999996e-001	1.153511e-001	7.573942e-001
1.523999999999995e-001	1.154266e-001	7.573922e-001
1.524999999999995e-001	1.155020e-001	7.573903e-001
1.525999999999995e-001	1.155775e-001	7.573883e-001
1.526999999999995e-001	1.156529e-001	7.573863e-001
1.527999999999995e-001	1.157283e-001	7.573844e-001
1.528999999999995e-001	1.158038e-001	7.573824e-001
1.529999999999995e-001	1.158792e-001	7.573804e-001
1.530999999999995e-001	1.159546e-001	7.573785e-001
1.531999999999995e-001	1.160301e-001	7.573765e-001
1.532999999999994e-001	1.161055e-001	7.573745e-001
1.533999999999994e-001	1.161810e-001	7.573726e-001
1.534999999999994e-001	1.162564e-001	7.573706e-001
1.535999999999994e-001	1.163318e-001	7.573686e-001
1.536999999999994e-001	1.164073e-001	7.573667e-001
1.537999999999994e-001	1.164827e-001	7.573647e-001
1.538999999999994e-001	1.165581e-001	7.573627e-001
1.539999999999994e-001	1.166336e-001	7.573608e-001
1.540999999999994e-001	1.167090e-001	7.573588e-001
1.541999999999993e-001	1.167844e-001	7.573568e-001
1.542999999999993e-001	1.168599e-001	7.573549e-001
1.543999999999993e-001	1.169353e-001	7.573529e-001
1.544999999999993e-001	1.170107e-001	7.573509e-001
1.545999999999993e-001	1.170861e-001	7.573490e-001
1.546999999999993e-001	1.171616e-001	7.573469e-001
1.547999999999993e-001	1.172370e-001	7.573450e-001
1.548999999999993e-001	1.173124e-001	7.573430e-001
1.549999999999993e-001	1.173879e-001	7.573410e-001
1.550999999999992e-001	1.174633e-001	7.573391e-001
1.551999999999992e-001	1.175387e-001	7.573371e-001
1.552999999999992e-001	1.176141e-001	7.573351e-001
1.553999999999992e-001	1.176896e-001	7.573332e-001
1.554999999999992e-001	1.177650e-001	7.573312e-001
1.555999999999992e-001	1.178404e-001	7.573292e-001
1.556999999999992e-001	1.179159e-001	7.573273e-001
1.557999999999992e-001	1.179913e-001	7.573253e-001
1.558999999999992e-001	1.180667e-001	7.573233e-001
1.559999999999991e-001	1.181421e-001	7.573213e-001
1.560999999999991e-001	1.182176e-001	7.573193e-001
1.561999999999991e-001	1.182930e-001	7.573174e-001
1.562999999999991e-001	1.183684e-001	7.573154e-001
1.563999999999991e-001	1.184438e-001	7.573134e-001
1.564999999999991e-001	1.185192e-001	7.573115e-001
1.565999999999991e-001	1.185947e-001	7.573095e-001
1.566999999999991e-001	1.186701e-001	7.573075e-001
1.567999999999991e-001	1.187455e-001	7.573055e-001
1.568999999999990e-001	1.188209e-001	7.573035e-001
1.569999999999990e-001	1.188964e-001	7.573016e-001
1.570999999999990e-001	1.189718e-001	7.572996e-001
1.571999999999990e-001	1.190472e-001	7.572976e-001
1.572999999999990e-001	1.191226e-001	7.572957e-001
1.573999999999990e-001	1.191980e-001	7.572936e-001
1.574999999999990e-001	1.192734e-001	7.572917e-001
1.575999999999990e-001	1.193489e-001	7.572897e-001
1.576999999999990e-001	1.194243e-001	7.572877e-001
1.577999999999989e-001	1.194997e-001	7.572858e-001
1.578999999999989e-001	1.195751e-001	7.572838e-001
1.579999999999989e-001	1.196505e-001	7.572818e-001
1.580999999999989e-001	1.197259e-001	7.572798e-001
1.581999999999989e-001	1.198014e-001	7.572778e-001
1.582999999999989e-001	1.198768e-001	7.572759e-001
1.583999999999989e-001	1.199522e-001	7.572739e-001
1.584999999999989e-001	1.200276e-001	7.572719e-001
1.585999999999989e-001	1.201030e-001	7.572699e-001
1.586999999999988e-001	1.201784e-001	7.572680e-001
1.587999999999988e-001	1.202538e-001	7.572660e-001
1.588999999999988e-001	1.203292e-001	7.572640e-001
1.589999999999988e-001	1.204047e-001	7.572621e-001
1.590999999999988e-001	1.204801e-001	7.572600e-001
1.591999999999988e-001	1.205555e-001	7.572581e-001
1.592999999999988e-001	1.206309e-001	7.572561e-001
1.593999999999988e-001	1.207063e-001	7.572541e-001
1.594999999999988e-001	1.207817e-001	7.572521e-001
1.595999999999987e-001	1.208571e-001	7.572501e-001
1.596999999999987e-001	1.209325e-001	7.572482e-001
1.597999999999987e-001	1.210079e-001	7.572462e-001
1.598999999999987e-001	1.210833e-001	7.572442e-001
1.599999999999987e-001	1.211587e-001	7.572422e-001
1.600999999999987e-001	1.212342e-001	7.572402e-001
1.601999999999987e-001	1.213096e-001	7.572383e-001
1.602999999999987e-001	1.213850e-001	7.572363e-001
1.603999999999987e-001	1.214604e-001	7.572343e-001
1.604999999999986e-001	1.215358e-001	7.572323e-001
1.605999999999986e-001	1.216112e-001	7.572303e-001
1.606999999999986e-001	1.216866e-001	7.572283e-001
1.607999999999986e-001	1.217620e-001	7.572263e-001
1.608999999999986e-001	1.218374e-001	7.572244e-001
1.609999999999986e-001	1.219128e-001	7.572224e-001
1.610999999999986e-001	1.219882e-001	7.572204e-001
1.611999999999986e-001	1.220636e-001	7.572184e-001
1.612999999999986e-001	1.221390e-001	7.572165e-001
1.613999999999985e-001	1.222144e-001	7.572144e-001
1.614999999999985e-001	1.222898e-001	7.572125e-001
1.615999999999985e-001	1.223652e-001	7.572105e-001
1.616999999999985e-001	1.224406e-001	7.572085e-001
1.617999999999985e-001	1.225160e-001	7.572065e-001
1.618999999999985e-001	1.225914e-001	7.572045e-001
1.619999999999985e-001	1.226668e-001	7.572026e-001
1.620999999999985e-001	1.227422e-001	7.572005e-001
1.621999999999985e-001	1.228176e-001	7.571986e-001
1.622999999999985e-001	1.228930e-001	7.571966e-001
1.623999999999984e-001	1.229684e-001	7.571946e-001
1.624999999999984e-001	1.230438e-001	7.571926e-001
1.625999999999984e-001	1.231192e-001	7.571906e-001
1.626999999999984e-001	1.231946e-001	7.571886e-001
1.627999999999984e-001	1.232700e-001	7.571867e-001
1.628999999999984e-001	1.233454e-001	7.571847e-001
1.629999999999984e-001	1.234208e-001	7.571827e-001
1.630999999999984e-001	1.234962e-001	7.571807e-001
1.631999999999984e-001	1.235716e-001	7.571787e-001
1.632999999999983e-001	1.236469e-001	7.571767e-001
1.633999999999983e-001	1.237223e-001	7.571747e-001
1.634999999999983e-001	1.237977e-001	7.571727e-001
1.635999999999983e-001	1.238731e-001	7.571707e-001
1.636999999999983e-001	1.239485e-001	7.571688e-001
1.637999999999983e-001	1.240239e-001	7.571667e-001
1.638999999999983e-001	1.240993e-001	7.571648e-001
1.639999999999983e-001	1.241747e-001	7.571627e-001
1.640999999999983e-001	1.242501e-001	7.571608e-001
1.641999999999982e-001	1.243255e-001	7.571588e-001
1.642999999999982e-001	1.244009e-001	7.571568e-001
1.643999999999982e-001	1.244763e-001	7.571548e-001
1.644999999999982e-001	1.245516e-001	7.571528e-001
1.645999999999982e-001	1.246270e-001	7.571508e-001
1.646999999999982e-001	1.247024e-001	7.571489e-001
1.647999999999982e-001	1.247778e-001	7.571468e-001
1.648999999999982e-001	1.248532e-001	7.571449e-001
1.649999999999982e-001	1.249286e-001	7.571428e-001
1.650999999999981e-001	1.250040e-001	7.571409e-001
1.651999999999981e-001	1.250793e-001	7.571388e-001
1.652999999999981e-001	1.251547e-001	7.571369e-001
1.653999999999981e-001	1.252301e-001	7.571349e-001
1.654999999999981e-001	1.253055e-001	7.571329e-001
1.655999999999981e-001	1.253809e-001	7.571309e-001
1.656999999999981e-001	1.254563e-001	7.571289e-001
1.657999999999981e-001	1.255316e-001	7.571269e-001
1.658999999999981e-001	1.256070e-001	7.571249e-001
1.659999999999980e-001	1.256824e-001	7.571229e-001
1.660999999999980e-001	1.257578e-001	7.571209e-001
1.661999999999980e-001	1.258332e-001	7.571189e-001
1.662999999999980e-001	1.259085e-001	7.571169e-001
1.663999999999980e-001	1.259839e-001	7.571149e-001
1.664999999999980e-001	1.260593e-001	7.571129e-001
1.665999999999980e-001	1.261347e-001	7.571110e-001
1.666999999999980e-001	1.262101e-001	7.571089e-001
1.667999999999980e-001	1.262854e-001	7.571070e-001
1.668999999999979e-001	1.263608e-001	7.571049e-001
1.669999999999979e-001	1.264362e-001	7.571030e-001
1.670999999999979e-001	1.265116e-001	7.571009e-001
1.671999999999979e-001	1.265869e-001	7.570990e-001
1.672999999999979e-001	1.266623e-001	7.570969e-001
1.673999999999979e-001	1.267377e-001	7.570950e-001
1.674999999999979e-001	1.268131e-001	7.570930e-001
1.675999999999979e-001	1.268885e-001	7.570910e-001
1.676999999999979e-001	1.269638e-001	7.570890e-001
1.677999999999978e-001	1.270392e-001	7.570869e-001
1.678999999999978e-001	1.271146e-001	7.570850e-001
1.679999999999978e-001	1.271899e-001	7.570829e-001
1.680999999999978e-001	1.272653e-001	7.570810e-001
1.681999999999978e-001	1.273407e-001	7.570789e-001
1.682999999999978e-001	1.274161e-001	7.570770e-001
1.683999999999978e-001	1.274914e-001	7.570750e-001
1.684999999999978e-001	1.275668e-001	7.570729e-001
1.685999999999978e-001	1.276422e-001	7.570710e-001
1.686999999999977e-001	1.277175e-001	7.570689e-001
1.687999999999977e-001	1.277929e-001	7.570670e-001
1.688999999999977e-001	1.278683e-001	7.570649e-001
1.689999999999977e-001	1.279436e-001	7.570629e-001
1.690999999999977e-001	1.280190e-001	7.570609e-001
1.691999999999977e-001	1.280944e-001	7.570589e-001
1.692999999999977e-001	1.281697e-001	7.570570e-001
1.693999999999977e-001	1.282451e-001	7.570549e-001
1.694999999999977e-001	1.283205e-001	7.570529e-001
1.695999999999976e-001	1.283958e-001	7.570509e-001
1.696999999999976e-001	1.284712e-001	7.570489e-001
1.697999999999976e-001	1.285466e-001	7.570469e-001
1.698999999999976e-001	1.286219e-001	7.570449e-001
1.699999999999976e-001	1.286973e-001	7.570429e-001
1.700999999999976e-001	1.287727e-001	7.570409e-001
1.701999999999976e-001	1.288480e-001	7.570389e-001
1.702999999999976e-001	1.289234e-001	7.570369e-001
1.703999999999976e-001	1.289987e-001	7.570348e-001
1.704999999999975e-001	1.290741e-001	7.570329e-001
1.705999999999975e-001	1.291495e-001	7.570308e-001
1.706999999999975e-001	1.292248e-001	7.570288e-001
1.707999999999975e-001	1.293002e-001	7.570269e-001
1.708999999999975e-001	1.293755e-001	7.570248e-001
1.709999999999975e-001	1.294509e-001	7.570228e-001
1.710999999999975e-001	1.295263e-001	7.570208e-001
1.711999999999975e-001	1.296016e-001	7.570188e-001
1.712999999999975e-001	1.296770e-001	7.570168e-001
1.713999999999974e-001	1.297523e-001	7.570148e-001
1.714999999999974e-001	1.298277e-001	7.570128e-001
1.715999999999974e-001	1.299030e-001	7.570108e-001
1.716999999999974e-001	1.299784e-001	7.570087e-001
1.717999999999974e-001	1.300538e-001	7.570067e-001
1.718999999999974e-001	1.301291e-001	7.570047e-001
1.719999999999974e-001	1.302045e-001	7.570027e-001
1.720999999999974e-001	1.302798e-001	7.570007e-001
1.721999999999974e-001	1.303552e-001	7.569987e-001
1.722999999999973e-001	1.304305e-001	7.569967e-001
1.723999999999973e-001	1.305059e-001	7.569947e-001
1.724999999999973e-001	1.305812e-001	7.569926e-001
1.725999999999973e-001	1.306566e-001	7.569906e-001
1.726999999999973e-001	1.307319e-001	7.569886e-001
1.727999999999973e-001	1.308073e-001	7.569866e-001
1.728999999999973e-001	1.308826e-001	7.569846e-001
1.729999999999973e-001	1.309580e-001	7.569826e-001
1.730999999999973e-001	1.310333e-001	7.569805e-001
1.731999999999973e-001	1.311087e-001	7.569786e-001
1.732999999999972e-001	1.311840e-001	7.569765e-001
1.733999999999972e-001	1.312594e-001	7.569745e-001
1.734999999999972e-001	1.313347e-001	7.569725e-001
1.735999999999972e-001	1.314101e-001	7.569705e-001
1.736999999999972e-001	1.314854e-001	7.569684e-001
1.737999999999972e-001	1.315608e-001	7.569665e-001
1.738999999999972e-001	1.316361e-001	7.569644e-001
1.739999999999972e-001	1.317115e-001	7.569624e-001
1.740999999999972e-001	1.317868e-001	7.569604e-001
1.741999999999971e-001	1.318621e-001	7.569584e-001
1.742999999999971e-001	1.319375e-001	7.569563e-001
1.743999999999971e-001	1.320128e-001	7.569543e-001
1.744999999999971e-001	1.320882e-001	7.569523e-001
1.745999999999971e-001	1.321635e-001	7.569503e-001
1.746999999999971e-001	1.322389e-001	7.569483e-001
1.747999999999971e-001	1.323142e-001	7.569463e-001
1.748999999999971e-001	1.323895e-001	7.569442e-001
1.749999999999971e-001	1.324649e-001	7.569422e-001
1.750999999999970e-001	1.325402e-001	7.569402e-001
